# MEAN_SAMPLE_SIZE = 1000
# TOTAL_GENES = 18214
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
KEGG_TRYPTOPHAN_METABOLISM              SET      37     0.057015    0.0025672      0.12257      0.32091 KEGG_TRYPTOPHAN_METABOLISM
KEGG_BETA_ALANINE_METABOLISM            SET      21      0.19426    0.0065925      0.16963      0.12608 KEGG_BETA_ALANINE_METABOLISM
KEGG_TAURINE_AND_HYPOTAURINE...         SET      10      0.63199     0.014805      0.20978     0.001297 KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM
KEGG_SELENOAMINO_ACID_METABO...         SET      26     0.085109    0.0032134      0.14661      0.28078 KEGG_SELENOAMINO_ACID_METABOLISM
KEGG_GLUTATHIONE_METABOLISM             SET      47      0.11566     0.005868      0.12363      0.17476 KEGG_GLUTATHIONE_METABOLISM
KEGG_STARCH_AND_SUCROSE_META...         SET      51     0.042638    0.0022531      0.12304      0.36447 KEGG_STARCH_AND_SUCROSE_METABOLISM
KEGG_N_GLYCAN_BIOSYNTHESIS              SET      44      0.14949    0.0073387      0.11181     0.090626 KEGG_N_GLYCAN_BIOSYNTHESIS
KEGG_OTHER_GLYCAN_DEGRADATION           SET      15     -0.17297   -0.0049618      0.18747      0.82189 KEGG_OTHER_GLYCAN_DEGRADATION
KEGG_O_GLYCAN_BIOSYNTHESIS              SET      28    -0.014848  -0.00058175       0.1662      0.53559 KEGG_O_GLYCAN_BIOSYNTHESIS
KEGG_AMINO_SUGAR_AND_NUCLEOT...         SET      41      0.19493    0.0092382       0.1125     0.041586 KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM
KEGG_GLYCOSAMINOGLYCAN_DEGRA...         SET      20      0.10081    0.0033388      0.18734      0.29526 KEGG_GLYCOSAMINOGLYCAN_DEGRADATION
KEGG_GLYCOSAMINOGLYCAN_BIOSY...1        SET      21     -0.17082   -0.0057971       0.1699      0.84265 KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE
KEGG_GLYCOSAMINOGLYCAN_BIOSY...3        SET      15    -0.074044    -0.002124      0.19374      0.64884 KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
KEGG_GLYCOSAMINOGLYCAN_BIOSY...2        SET      25     0.047009    0.0017404      0.16824      0.38996 KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE
KEGG_GLYCEROLIPID_METABOLISM            SET      46    -0.068671   -0.0034468      0.11536      0.72417 KEGG_GLYCEROLIPID_METABOLISM
KEGG_INOSITOL_PHOSPHATE_META...         SET      53      0.16827    0.0090641      0.10313     0.051388 KEGG_INOSITOL_PHOSPHATE_METABOLISM
KEGG_GLYCOSYLPHOSPHATIDYLINO...         SET      24     0.053351    0.0019354       0.1382      0.34974 KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
KEGG_GLYCEROPHOSPHOLIPID_MET...         SET      75     -0.21016    -0.013459     0.085691       0.9929 KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
KEGG_ETHER_LIPID_METABOLISM             SET      33     -0.15176    -0.006454      0.14016      0.86053 KEGG_ETHER_LIPID_METABOLISM
KEGG_ARACHIDONIC_ACID_METABO...         SET      58     0.086747    0.0048875      0.10712      0.20904 KEGG_ARACHIDONIC_ACID_METABOLISM
KEGG_LINOLEIC_ACID_METABOLISM           SET      29    -0.082744   -0.0032991       0.1605      0.69691 KEGG_LINOLEIC_ACID_METABOLISM
KEGG_ALPHA_LINOLENIC_ACID_ME...         SET      19     0.054488     0.001759       0.1741      0.37715 KEGG_ALPHA_LINOLENIC_ACID_METABOLISM
KEGG_SPHINGOLIPID_METABOLISM            SET      37    -0.070027   -0.0031531      0.12601      0.71079 KEGG_SPHINGOLIPID_METABOLISM
KEGG_GLYCOSPHINGOLIPID_BIOSY...3        SET      26      0.15018    0.0056704      0.14882      0.15646 KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES
KEGG_GLYCOSPHINGOLIPID_BIOSY...2        SET      13       0.3145    0.0083993      0.21484     0.071627 KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES
KEGG_GLYCOSPHINGOLIPID_BIOSY...1        SET      15      0.20301    0.0058235      0.20967      0.16647 KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES
KEGG_PYRUVATE_METABOLISM                SET      39     0.013803   0.00063802      0.12109      0.45463 KEGG_PYRUVATE_METABOLISM
KEGG_GLYOXYLATE_AND_DICARBOX...         SET      16     -0.22268   -0.0065972      0.18398      0.88691 KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
KEGG_PROPANOATE_METABOLISM              SET      32      0.14248    0.0059669       0.1471      0.16638 KEGG_PROPANOATE_METABOLISM
KEGG_BUTANOATE_METABOLISM               SET      33     0.068097     0.002896      0.13651      0.30895 KEGG_BUTANOATE_METABOLISM
KEGG_ONE_CARBON_POOL_BY_FOLA...         SET      17     -0.11879   -0.0036277      0.17741      0.74844 KEGG_ONE_CARBON_POOL_BY_FOLATE
KEGG_RIBOFLAVIN_METABOLISM              SET      15      -0.2161   -0.0061991      0.18308      0.88106 KEGG_RIBOFLAVIN_METABOLISM
KEGG_NICOTINATE_AND_NICOTINA...         SET      24     -0.40927    -0.014847      0.15949      0.99485 KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
KEGG_PANTOTHENATE_AND_COA_BI...         SET      16     0.014962   0.00044327      0.18884      0.46842 KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS
KEGG_FOLATE_BIOSYNTHESIS                SET      11     -0.18368   -0.0045126      0.27715      0.74624 KEGG_FOLATE_BIOSYNTHESIS
KEGG_RETINOL_METABOLISM                 SET      62     -0.25899    -0.015085      0.11763      0.98615 KEGG_RETINOL_METABOLISM
KEGG_PORPHYRIN_AND_CHLOROPHY...         SET      38     -0.26386     -0.01204      0.14119      0.96916 KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
KEGG_TERPENOID_BACKBONE_BIOS...         SET      15      0.10642    0.0030528      0.16662      0.26151 KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
KEGG_LIMONENE_AND_PINENE_DEG...         SET      10      0.21902    0.0051307      0.24511      0.18578 KEGG_LIMONENE_AND_PINENE_DEGRADATION
KEGG_NITROGEN_METABOLISM                SET      21    -0.067125    -0.002278      0.17057      0.65303 KEGG_NITROGEN_METABOLISM
KEGG_SULFUR_METABOLISM                  SET      11     -0.41268    -0.010139       0.2309      0.96304 KEGG_SULFUR_METABOLISM
KEGG_AMINOACYL_TRNA_BIOSYNTH...         SET      41      -0.1895   -0.0089809      0.11692      0.94745 KEGG_AMINOACYL_TRNA_BIOSYNTHESIS
KEGG_METABOLISM_OF_XENOBIOTI...         SET      69    -0.013734  -0.00084375      0.11875      0.54604 KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
KEGG_DRUG_METABOLISM_CYTOCHR...         SET      69     -0.16541    -0.010162      0.11814      0.91924 KEGG_DRUG_METABOLISM_CYTOCHROME_P450
KEGG_DRUG_METABOLISM_OTHER_E...         SET      50      -0.1804   -0.0094391      0.12152      0.93116 KEGG_DRUG_METABOLISM_OTHER_ENZYMES
KEGG_BIOSYNTHESIS_OF_UNSATUR...         SET      22      0.37565     0.013048      0.16986     0.013507 KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
KEGG_ABC_TRANSPORTERS                   SET      42      0.12499    0.0059954      0.12661      0.16177 KEGG_ABC_TRANSPORTERS
KEGG_RIBOSOME                           SET      77      0.01247   0.00080908     0.083174      0.44041 KEGG_RIBOSOME
KEGG_RNA_DEGRADATION                    SET      57     0.061917    0.0034584      0.09693      0.26149 KEGG_RNA_DEGRADATION
KEGG_RNA_POLYMERASE                     SET      29    -0.060175   -0.0023993      0.12811      0.68072 KEGG_RNA_POLYMERASE
KEGG_BASAL_TRANSCRIPTION_FAC...         SET      32      0.06387    0.0026749      0.13705       0.3206 KEGG_BASAL_TRANSCRIPTION_FACTORS
KEGG_DNA_REPLICATION                    SET      33     -0.33054    -0.014057      0.11908      0.99724 KEGG_DNA_REPLICATION
KEGG_SPLICEOSOME                        SET     121       0.1153    0.0093663     0.064697     0.037377 KEGG_SPLICEOSOME
KEGG_PROTEASOME                         SET      44     -0.26213    -0.012869      0.12883      0.97905 KEGG_PROTEASOME
KEGG_PROTEIN_EXPORT                     SET      23     -0.14846   -0.0052726      0.14898      0.84049 KEGG_PROTEIN_EXPORT
KEGG_PPAR_SIGNALING_PATHWAY             SET      67      0.22398      0.01356     0.086785    0.0049319 KEGG_PPAR_SIGNALING_PATHWAY
KEGG_BASE_EXCISION_REPAIR               SET      32     -0.01824  -0.00076389      0.13076      0.55547 KEGG_BASE_EXCISION_REPAIR
KEGG_NUCLEOTIDE_EXCISION_REP...         SET      41     -0.21813    -0.010338      0.11497       0.9711 KEGG_NUCLEOTIDE_EXCISION_REPAIR
KEGG_MISMATCH_REPAIR                    SET      22     -0.26389   -0.0091662      0.16158      0.94878 KEGG_MISMATCH_REPAIR
KEGG_HOMOLOGOUS_RECOMBINATION           SET      27     -0.44467    -0.017108      0.14813      0.99866 KEGG_HOMOLOGOUS_RECOMBINATION
KEGG_NON_HOMOLOGOUS_END_JOIN...         SET      13       0.1283    0.0034266      0.21459      0.27496 KEGG_NON_HOMOLOGOUS_END_JOINING
KEGG_MAPK_SIGNALING_PATHWAY             SET     257    0.0015195   0.00017922      0.04925      0.48769 KEGG_MAPK_SIGNALING_PATHWAY
KEGG_ERBB_SIGNALING_PATHWAY             SET      84      0.11707    0.0079319     0.088693     0.093441 KEGG_ERBB_SIGNALING_PATHWAY
KEGG_CALCIUM_SIGNALING_PATHW...         SET     166    -0.022601   -0.0021479     0.063266      0.63954 KEGG_CALCIUM_SIGNALING_PATHWAY
KEGG_CYTOKINE_CYTOKINE_RECEP...         SET     245    -0.021979   -0.0025319     0.056197      0.65214 KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
KEGG_CHEMOKINE_SIGNALING_PAT...         SET     178    -0.035665   -0.0035085     0.060525      0.72215 KEGG_CHEMOKINE_SIGNALING_PATHWAY
KEGG_PHOSPHATIDYLINOSITOL_SI...         SET      74    0.0085597    0.0005445     0.087927      0.46122 KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM
KEGG_NEUROACTIVE_LIGAND_RECE...         SET     251    -0.012874   -0.0015009     0.052794      0.59633 KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
KEGG_CELL_CYCLE                         SET     120     -0.11225   -0.0090816     0.067275      0.95239 KEGG_CELL_CYCLE
KEGG_OOCYTE_MEIOSIS                     SET     107    -0.070214   -0.0053659     0.074441      0.82721 KEGG_OOCYTE_MEIOSIS
KEGG_P53_SIGNALING_PATHWAY              SET      66     0.043692    0.0026254      0.09859      0.32882 KEGG_P53_SIGNALING_PATHWAY
KEGG_UBIQUITIN_MEDIATED_PROT...         SET     126     0.044986    0.0037288     0.067434      0.25235 KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS
KEGG_SNARE_INTERACTIONS_IN_V...         SET      36     -0.12953   -0.0057529      0.11174      0.87681 KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT
KEGG_REGULATION_OF_AUTOPHAGY            SET      31     0.074552    0.0030731      0.16228      0.32297 KEGG_REGULATION_OF_AUTOPHAGY
KEGG_LYSOSOME                           SET     115     -0.13498    -0.010692      0.06728      0.97758 KEGG_LYSOSOME
KEGG_ENDOCYTOSIS                        SET     176     0.025887    0.0025324     0.059046      0.33054 KEGG_ENDOCYTOSIS
KEGG_PEROXISOME                         SET      75     0.077327    0.0049519     0.083941      0.17848 KEGG_PEROXISOME
KEGG_MTOR_SIGNALING_PATHWAY             SET      49    -0.045277   -0.0023453      0.11208      0.65688 KEGG_MTOR_SIGNALING_PATHWAY
KEGG_APOPTOSIS                          SET      81   -0.0074333  -0.00049461      0.08914      0.53323 KEGG_APOPTOSIS
KEGG_CARDIAC_MUSCLE_CONTRACT...         SET      67    -0.040878   -0.0024748     0.091478      0.67251 KEGG_CARDIAC_MUSCLE_CONTRACTION
KEGG_VASCULAR_SMOOTH_MUSCLE_...         SET     112     0.016549    0.0012937     0.078408      0.41642 KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
KEGG_WNT_SIGNALING_PATHWAY              SET     144     0.027169    0.0024063     0.063882      0.33531 KEGG_WNT_SIGNALING_PATHWAY
KEGG_DORSO_VENTRAL_AXIS_FORM...         SET      24      0.16565    0.0060091      0.15712      0.14588 KEGG_DORSO_VENTRAL_AXIS_FORMATION
KEGG_NOTCH_SIGNALING_PATHWAY            SET      46    -0.026391   -0.0013246      0.10436      0.59982 KEGG_NOTCH_SIGNALING_PATHWAY
KEGG_HEDGEHOG_SIGNALING_PATH...         SET      54     0.094188    0.0051211       0.1058      0.18666 KEGG_HEDGEHOG_SIGNALING_PATHWAY
KEGG_TGF_BETA_SIGNALING_PATH...         SET      85    -0.070084   -0.0047766      0.08424      0.79728 KEGG_TGF_BETA_SIGNALING_PATHWAY
KEGG_AXON_GUIDANCE                      SET     122    -0.071448    -0.005828     0.072361      0.83826 KEGG_AXON_GUIDANCE
KEGG_VEGF_SIGNALING_PATHWAY             SET      76    0.0011641    7.504e-05     0.085866      0.49459 KEGG_VEGF_SIGNALING_PATHWAY
KEGG_FOCAL_ADHESION                     SET     193     0.074684    0.0076472      0.05751     0.097044 KEGG_FOCAL_ADHESION
KEGG_ECM_RECEPTOR_INTERACTION           SET      83    -0.050503   -0.0034015      0.08962      0.71346 KEGG_ECM_RECEPTOR_INTERACTION
KEGG_CELL_ADHESION_MOLECULES...         SET     124      0.19647     0.016156     0.074795    0.0043133 KEGG_CELL_ADHESION_MOLECULES_CAMS
KEGG_ADHERENS_JUNCTION                  SET      71    -0.032288    -0.002012     0.095102      0.63288 KEGG_ADHERENS_JUNCTION
KEGG_TIGHT_JUNCTION                     SET     128       0.0878    0.0073346     0.069645      0.10372 KEGG_TIGHT_JUNCTION
KEGG_GAP_JUNCTION                       SET      87    -0.077471   -0.0053416     0.089877      0.80564 KEGG_GAP_JUNCTION
KEGG_COMPLEMENT_AND_COAGULAT...         SET      66    -0.046639   -0.0028025     0.096164      0.68616 KEGG_COMPLEMENT_AND_COAGULATION_CASCADES
KEGG_ANTIGEN_PROCESSING_AND_...         SET      78      0.12762    0.0083339      0.10038      0.10181 KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION
KEGG_RENIN_ANGIOTENSIN_SYSTEM           SET      15    -0.029931  -0.00085862      0.21574      0.55517 KEGG_RENIN_ANGIOTENSIN_SYSTEM
KEGG_TOLL_LIKE_RECEPTOR_SIGN...         SET      95    -0.075012   -0.0054034      0.08156      0.82113 KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_NOD_LIKE_RECEPTOR_SIGNA...         SET      58     -0.12801   -0.0072123     0.097252      0.90595 KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_RIG_I_LIKE_RECEPTOR_SIG...         SET      64     -0.11437    -0.006768     0.098695      0.87674 KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_CYTOSOLIC_DNA_SENSING_P...         SET      50     -0.28042    -0.014673      0.10619      0.99586 KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY
KEGG_JAK_STAT_SIGNALING_PATH...         SET     142     0.044533    0.0039168      0.07155      0.26684 KEGG_JAK_STAT_SIGNALING_PATHWAY
KEGG_HEMATOPOIETIC_CELL_LINE...         SET      82     0.077383    0.0051806     0.090065      0.19513 KEGG_HEMATOPOIETIC_CELL_LINEAGE
KEGG_NATURAL_KILLER_CELL_MED...         SET     127     0.033908    0.0028216     0.075378      0.32642 KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY
KEGG_T_CELL_RECEPTOR_SIGNALI...         SET     105     0.022405    0.0016963     0.078361      0.38747 KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY
KEGG_B_CELL_RECEPTOR_SIGNALI...         SET      71    -0.031698   -0.0019753      0.09165      0.63527 KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY
KEGG_FC_EPSILON_RI_SIGNALING...         SET      77    -0.022279   -0.0014455     0.090468      0.59726 KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY
KEGG_FC_GAMMA_R_MEDIATED_PHA...         SET      93     0.065244    0.0046503     0.084459      0.21992 KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS
KEGG_LEUKOCYTE_TRANSENDOTHEL...         SET     110      0.17025     0.013191     0.074476     0.011136 KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION
KEGG_INTESTINAL_IMMUNE_NETWO...         SET      44     -0.16321   -0.0080122      0.12423      0.90553 KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION
KEGG_CIRCADIAN_RHYTHM_MAMMAL            SET      13     0.053755    0.0014356      0.21516      0.40136 KEGG_CIRCADIAN_RHYTHM_MAMMAL
KEGG_LONG_TERM_POTENTIATION             SET      66      0.15289    0.0091868     0.096537     0.056639 KEGG_LONG_TERM_POTENTIATION
KEGG_NEUROTROPHIN_SIGNALING_...         SET     120     0.061796    0.0049995     0.073188      0.19924 KEGG_NEUROTROPHIN_SIGNALING_PATHWAY
KEGG_LONG_TERM_DEPRESSION               SET      68    -0.043899   -0.0026774      0.09632      0.67572 KEGG_LONG_TERM_DEPRESSION
KEGG_OLFACTORY_TRANSDUCTION             SET     351    0.0078922     0.001085     0.056742      0.44469 KEGG_OLFACTORY_TRANSDUCTION
KEGG_TASTE_TRANSDUCTION                 SET      48     -0.21326    -0.010934      0.12997      0.94958 KEGG_TASTE_TRANSDUCTION
KEGG_REGULATION_OF_ACTIN_CYT...         SET     200      0.11474     0.011957     0.055977     0.020205 KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
KEGG_INSULIN_SIGNALING_PATHW...         SET     129   -0.0068478  -0.00057426     0.070894      0.53847 KEGG_INSULIN_SIGNALING_PATHWAY
KEGG_GNRH_SIGNALING_PATHWAY             SET      98     0.028237    0.0020657     0.082107      0.36546 KEGG_GNRH_SIGNALING_PATHWAY
KEGG_PROGESTERONE_MEDIATED_O...         SET      80    -0.085261   -0.0056383     0.085639      0.84027 KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION
KEGG_MELANOGENESIS                      SET      98    0.0013553   9.9148e-05     0.077971      0.49307 KEGG_MELANOGENESIS
KEGG_ADIPOCYTOKINE_SIGNALING...         SET      64    -0.042364   -0.0025069     0.092795        0.676 KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
KEGG_TYPE_II_DIABETES_MELLIT...         SET      46     -0.14308   -0.0071818      0.12115      0.88121 KEGG_TYPE_II_DIABETES_MELLITUS
KEGG_TYPE_I_DIABETES_MELLITUS           SET      41     0.068053    0.0032252      0.13477       0.3068 KEGG_TYPE_I_DIABETES_MELLITUS
KEGG_MATURITY_ONSET_DIABETES...         SET      25    -0.073315   -0.0027144      0.16901      0.66777 KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG
KEGG_ALDOSTERONE_REGULATED_S...         SET      39    -0.025478   -0.0011777      0.12715      0.57941 KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION
KEGG_VASOPRESSIN_REGULATED_W...         SET      42    -0.020574  -0.00098684      0.12065       0.5677 KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION
KEGG_PROXIMAL_TUBULE_BICARBO...         SET      21    -0.042992    -0.001459      0.16115      0.60518 KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION
KEGG_ALZHEIMERS_DISEASE                 SET     152      0.13686     0.012451     0.059781     0.011034 KEGG_ALZHEIMERS_DISEASE
KEGG_PARKINSONS_DISEASE                 SET     107    0.0099741   0.00076225     0.068744      0.44232 KEGG_PARKINSONS_DISEASE
KEGG_AMYOTROPHIC_LATERAL_SCL...         SET      53     0.071314    0.0038414      0.10397      0.24638 KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS
KEGG_HUNTINGTONS_DISEASE                SET     167     0.053838    0.0051317     0.056798       0.1716 KEGG_HUNTINGTONS_DISEASE
KEGG_PRION_DISEASES                     SET      33     0.091404    0.0038872      0.15486      0.27753 KEGG_PRION_DISEASES
KEGG_VIBRIO_CHOLERAE_INFECTI...         SET      52     0.016965   0.00090522      0.10973      0.43856 KEGG_VIBRIO_CHOLERAE_INFECTION
KEGG_EPITHELIAL_CELL_SIGNALI...         SET      66     0.028707     0.001725     0.092727      0.37844 KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION
KEGG_PATHOGENIC_ESCHERICHIA_...         SET      54    0.0014905   8.1038e-05      0.11098      0.49464 KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
KEGG_LEISHMANIA_INFECTION               SET      67       0.1189    0.0071985     0.099417      0.11585 KEGG_LEISHMANIA_INFECTION
KEGG_PATHWAYS_IN_CANCER                 SET     314    0.0075015   0.00097644     0.044748      0.43343 KEGG_PATHWAYS_IN_CANCER
KEGG_COLORECTAL_CANCER                  SET      61     0.091631    0.0052941      0.10256      0.18583 KEGG_COLORECTAL_CANCER
KEGG_RENAL_CELL_CARCINOMA               SET      67    -0.027905   -0.0016894     0.095864      0.61451 KEGG_RENAL_CELL_CARCINOMA
KEGG_PANCREATIC_CANCER                  SET      66    -0.005628  -0.00033818      0.09485      0.52366 KEGG_PANCREATIC_CANCER
KEGG_ENDOMETRIAL_CANCER                 SET      50     0.074515    0.0038989      0.10861      0.24633 KEGG_ENDOMETRIAL_CANCER
KEGG_GLIOMA                             SET      64      0.10509    0.0062185     0.098403      0.14279 KEGG_GLIOMA
KEGG_PROSTATE_CANCER                    SET      86      0.12445    0.0085316     0.081484     0.063351 KEGG_PROSTATE_CANCER
KEGG_THYROID_CANCER                     SET      29      -0.1155    -0.004605      0.13504      0.80379 KEGG_THYROID_CANCER
KEGG_BASAL_CELL_CARCINOMA               SET      53     0.053186    0.0028649      0.10585      0.30767 KEGG_BASAL_CELL_CARCINOMA
KEGG_MELANOMA                           SET      68     0.097567    0.0059505     0.096199      0.15525 KEGG_MELANOMA
KEGG_BLADDER_CANCER                     SET      40      0.11267    0.0052743      0.12296      0.17975 KEGG_BLADDER_CANCER
KEGG_CHRONIC_MYELOID_LEUKEMIA           SET      71    0.0039887   0.00024855     0.092027      0.48271 KEGG_CHRONIC_MYELOID_LEUKEMIA
KEGG_ACUTE_MYELOID_LEUKEMIA             SET      54      0.14431    0.0078463      0.10864     0.092036 KEGG_ACUTE_MYELOID_LEUKEMIA
KEGG_SMALL_CELL_LUNG_CANCER             SET      81    -0.057985   -0.0038583     0.081745      0.76094 KEGG_SMALL_CELL_LUNG_CANCER
KEGG_NON_SMALL_CELL_LUNG_CAN...         SET      53      0.10967    0.0059076      0.10706      0.15283 KEGG_NON_SMALL_CELL_LUNG_CANCER
KEGG_ASTHMA                             SET      27     0.014439   0.00055554      0.15445      0.46276 KEGG_ASTHMA
