# MEAN_SAMPLE_SIZE = 1000
# TOTAL_GENES = 18214
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
KEGG_SNARE_INTERACTIONS_IN_V...         SET      36     -0.20849     -0.00926      0.11297      0.96752 KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT
KEGG_REGULATION_OF_AUTOPHAGY            SET      31     0.077671    0.0032017      0.16407      0.31797 KEGG_REGULATION_OF_AUTOPHAGY
KEGG_LYSOSOME                           SET     115     0.012878      0.00102     0.068033      0.42493 KEGG_LYSOSOME
KEGG_ENDOCYTOSIS                        SET     176     -0.12139    -0.011875     0.059692      0.97899 KEGG_ENDOCYTOSIS
KEGG_PEROXISOME                         SET      75    -0.013938  -0.00089255     0.084871      0.56522 KEGG_PEROXISOME
KEGG_MTOR_SIGNALING_PATHWAY             SET      49      0.12349    0.0063965      0.11332      0.13792 KEGG_MTOR_SIGNALING_PATHWAY
KEGG_APOPTOSIS                          SET      81      0.25003     0.016637     0.090105    0.0027642 KEGG_APOPTOSIS
KEGG_CARDIAC_MUSCLE_CONTRACT...         SET      67      0.10153    0.0061465     0.092488      0.13617 KEGG_CARDIAC_MUSCLE_CONTRACTION
KEGG_VASCULAR_SMOOTH_MUSCLE_...         SET     112    -0.025152   -0.0019663     0.079275      0.62448 KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
KEGG_WNT_SIGNALING_PATHWAY              SET     144     0.072714      0.00644     0.064587      0.13012 KEGG_WNT_SIGNALING_PATHWAY
KEGG_DORSO_VENTRAL_AXIS_FORM...         SET      24      0.16599    0.0060214      0.15885      0.14804 KEGG_DORSO_VENTRAL_AXIS_FORMATION
KEGG_NOTCH_SIGNALING_PATHWAY            SET      46      0.12378    0.0062126      0.10551      0.12038 KEGG_NOTCH_SIGNALING_PATHWAY
KEGG_HEDGEHOG_SIGNALING_PATH...         SET      54    -0.017822  -0.00096899      0.10697      0.56616 KEGG_HEDGEHOG_SIGNALING_PATHWAY
KEGG_TGF_BETA_SIGNALING_PATH...         SET      85     0.026774    0.0018248     0.085174      0.37663 KEGG_TGF_BETA_SIGNALING_PATHWAY
KEGG_AXON_GUIDANCE                      SET     122      0.02768    0.0022578     0.073164       0.3526 KEGG_AXON_GUIDANCE
KEGG_VEGF_SIGNALING_PATHWAY             SET      76      0.19107     0.012317     0.086803     0.013867 KEGG_VEGF_SIGNALING_PATHWAY
KEGG_FOCAL_ADHESION                     SET     193    -0.079841   -0.0081752     0.058146      0.91513 KEGG_FOCAL_ADHESION
KEGG_ECM_RECEPTOR_INTERACTION           SET      83    -0.016538   -0.0011139     0.090613      0.57241 KEGG_ECM_RECEPTOR_INTERACTION
KEGG_CELL_ADHESION_MOLECULES...         SET     124    -0.073728   -0.0060628     0.075637      0.83516 KEGG_CELL_ADHESION_MOLECULES_CAMS
KEGG_ADHERENS_JUNCTION                  SET      71    -0.078244   -0.0048757     0.096153       0.7921 KEGG_ADHERENS_JUNCTION
KEGG_TIGHT_JUNCTION                     SET     128    -0.037085    -0.003098     0.070418      0.70078 KEGG_TIGHT_JUNCTION
KEGG_GAP_JUNCTION                       SET      87     0.074902    0.0051644     0.090871       0.2049 KEGG_GAP_JUNCTION
KEGG_COMPLEMENT_AND_COAGULAT...         SET      66   -0.0022384   -0.0001345     0.097228      0.50918 KEGG_COMPLEMENT_AND_COAGULATION_CASCADES
KEGG_ANTIGEN_PROCESSING_AND_...         SET      78      -0.0335   -0.0021876       0.1015      0.62932 KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION
KEGG_RENIN_ANGIOTENSIN_SYSTEM           SET      15     -0.23526   -0.0067487      0.21812       0.8596 KEGG_RENIN_ANGIOTENSIN_SYSTEM
KEGG_TOLL_LIKE_RECEPTOR_SIGN...         SET      95     0.099017    0.0071325     0.082461      0.11493 KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_NOD_LIKE_RECEPTOR_SIGNA...         SET      58     -0.10572   -0.0059562      0.09833      0.85883 KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_RIG_I_LIKE_RECEPTOR_SIG...         SET      64     -0.10888    -0.006443     0.099787      0.86238 KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_CYTOSOLIC_DNA_SENSING_P...         SET      50     -0.10494   -0.0054907      0.10738      0.83576 KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY
KEGG_JAK_STAT_SIGNALING_PATH...         SET     142    0.0063079    0.0005548     0.072342      0.46526 KEGG_JAK_STAT_SIGNALING_PATHWAY
KEGG_HEMATOPOIETIC_CELL_LINE...         SET      82     -0.28266    -0.018924     0.091037      0.99905 KEGG_HEMATOPOIETIC_CELL_LINEAGE
KEGG_NATURAL_KILLER_CELL_MED...         SET     127    -0.056405   -0.0046936     0.076211      0.77038 KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY
KEGG_T_CELL_RECEPTOR_SIGNALI...         SET     105    -0.021273   -0.0016106     0.079229      0.60584 KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY
KEGG_B_CELL_RECEPTOR_SIGNALI...         SET      71     0.058136    0.0036227     0.092663      0.26521 KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY
KEGG_FC_EPSILON_RI_SIGNALING...         SET      77    -0.021084    -0.001368     0.091469      0.59115 KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY
KEGG_FC_GAMMA_R_MEDIATED_PHA...         SET      93      0.15431     0.010999     0.085386     0.035372 KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS
KEGG_LEUKOCYTE_TRANSENDOTHEL...         SET     110     -0.10482   -0.0081214     0.075308      0.91801 KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION
KEGG_INTESTINAL_IMMUNE_NETWO...         SET      44   -0.0051318  -0.00025193      0.12561      0.51629 KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION
KEGG_CIRCADIAN_RHYTHM_MAMMAL            SET      13     -0.20774    -0.005548      0.21754      0.83019 KEGG_CIRCADIAN_RHYTHM_MAMMAL
KEGG_LONG_TERM_POTENTIATION             SET      66     0.036969    0.0022214     0.097612      0.35244 KEGG_LONG_TERM_POTENTIATION
KEGG_NEUROTROPHIN_SIGNALING_...         SET     120     -0.11226   -0.0090822     0.073995      0.93537 KEGG_NEUROTROPHIN_SIGNALING_PATHWAY
KEGG_LONG_TERM_DEPRESSION               SET      68      0.13731    0.0083746      0.09738     0.079268 KEGG_LONG_TERM_DEPRESSION
KEGG_OLFACTORY_TRANSDUCTION             SET     351    -0.036745   -0.0050516      0.05737      0.73907 KEGG_OLFACTORY_TRANSDUCTION
KEGG_TASTE_TRANSDUCTION                 SET      48    -0.001741  -8.9262e-05      0.13141      0.50529 KEGG_TASTE_TRANSDUCTION
KEGG_REGULATION_OF_ACTIN_CYT...         SET     200   -0.0062157  -0.00064777     0.056604      0.54372 KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
KEGG_INSULIN_SIGNALING_PATHW...         SET     129    -0.070956   -0.0059504     0.071677      0.83889 KEGG_INSULIN_SIGNALING_PATHWAY
KEGG_GNRH_SIGNALING_PATHWAY             SET      98     0.028703    0.0020998     0.083015      0.36477 KEGG_GNRH_SIGNALING_PATHWAY
KEGG_PROGESTERONE_MEDIATED_O...         SET      80     0.088172    0.0058308     0.086586      0.15427 KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION
KEGG_MELANOGENESIS                      SET      98     0.094895    0.0069421      0.07883      0.11435 KEGG_MELANOGENESIS
KEGG_ADIPOCYTOKINE_SIGNALING...         SET      64     0.043864    0.0025956     0.093821      0.32007 KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
KEGG_TYPE_II_DIABETES_MELLIT...         SET      46     0.019957    0.0010017      0.12249      0.43529 KEGG_TYPE_II_DIABETES_MELLITUS
KEGG_TYPE_I_DIABETES_MELLITUS           SET      41    -0.065421   -0.0031005      0.13626      0.68442 KEGG_TYPE_I_DIABETES_MELLITUS
KEGG_MATURITY_ONSET_DIABETES...         SET      25      0.30169      0.01117      0.17087     0.038736 KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG
KEGG_ALDOSTERONE_REGULATED_S...         SET      39       0.1527    0.0070587      0.12855      0.11744 KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION
KEGG_VASOPRESSIN_REGULATED_W...         SET      42     0.064353    0.0030867      0.12198      0.29891 KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION
KEGG_PROXIMAL_TUBULE_BICARBO...         SET      21      0.37593     0.012758       0.1629     0.010514 KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION
KEGG_ALZHEIMERS_DISEASE                 SET     152     0.062906    0.0057227      0.06045      0.14903 KEGG_ALZHEIMERS_DISEASE
KEGG_PARKINSONS_DISEASE                 SET     107     0.073407    0.0056099     0.069502      0.14545 KEGG_PARKINSONS_DISEASE
KEGG_AMYOTROPHIC_LATERAL_SCL...         SET      53     0.060929     0.003282      0.10512      0.28108 KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS
KEGG_HUNTINGTONS_DISEASE                SET     167     0.099627     0.009496     0.057423     0.041382 KEGG_HUNTINGTONS_DISEASE
KEGG_PRION_DISEASES                     SET      33    -0.066397   -0.0028237      0.15658      0.66423 KEGG_PRION_DISEASES
KEGG_VIBRIO_CHOLERAE_INFECTI...         SET      52    -0.031342   -0.0016723      0.11094      0.61122 KEGG_VIBRIO_CHOLERAE_INFECTION
KEGG_EPITHELIAL_CELL_SIGNALI...         SET      66     -0.10999   -0.0066094     0.093749      0.87965 KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION
KEGG_PATHOGENIC_ESCHERICHIA_...         SET      54       0.1594    0.0086664       0.1122     0.077717 KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
KEGG_LEISHMANIA_INFECTION               SET      67    -0.097235   -0.0058867      0.10052       0.8333 KEGG_LEISHMANIA_INFECTION
KEGG_PATHWAYS_IN_CANCER                 SET     314   -0.0069573   -0.0009056     0.045243      0.56111 KEGG_PATHWAYS_IN_CANCER
KEGG_COLORECTAL_CANCER                  SET      61     0.077996    0.0045063       0.1037      0.22599 KEGG_COLORECTAL_CANCER
KEGG_RENAL_CELL_CARCINOMA               SET      67     0.060421    0.0036579     0.096923      0.26652 KEGG_RENAL_CELL_CARCINOMA
KEGG_PANCREATIC_CANCER                  SET      66     -0.05166   -0.0031042     0.095899      0.70495 KEGG_PANCREATIC_CANCER
KEGG_ENDOMETRIAL_CANCER                 SET      50      0.19444     0.010174       0.1098     0.038297 KEGG_ENDOMETRIAL_CANCER
KEGG_GLIOMA                             SET      64    -0.091133   -0.0053927     0.099493      0.82015 KEGG_GLIOMA
KEGG_PROSTATE_CANCER                    SET      86      0.12518    0.0085813     0.082385     0.064341 KEGG_PROSTATE_CANCER
KEGG_THYROID_CANCER                     SET      29    -0.051137   -0.0020389      0.13654      0.64599 KEGG_THYROID_CANCER
KEGG_BASAL_CELL_CARCINOMA               SET      53     0.052166      0.00281      0.10702      0.31297 KEGG_BASAL_CELL_CARCINOMA
KEGG_MELANOMA                           SET      68     0.045736    0.0027894     0.097266       0.3191 KEGG_MELANOMA
KEGG_BLADDER_CANCER                     SET      40   -0.0019903  -9.3171e-05      0.12432      0.50639 KEGG_BLADDER_CANCER
KEGG_CHRONIC_MYELOID_LEUKEMIA           SET      71    -0.026156   -0.0016299     0.093045      0.61069 KEGG_CHRONIC_MYELOID_LEUKEMIA
KEGG_ACUTE_MYELOID_LEUKEMIA             SET      54        0.196     0.010657      0.10984     0.037183 KEGG_ACUTE_MYELOID_LEUKEMIA
KEGG_SMALL_CELL_LUNG_CANCER             SET      81   -0.0053637   -0.0003569      0.08265      0.52587 KEGG_SMALL_CELL_LUNG_CANCER
KEGG_NON_SMALL_CELL_LUNG_CAN...         SET      53     0.066473    0.0035806      0.10824      0.26958 KEGG_NON_SMALL_CELL_LUNG_CANCER
KEGG_ASTHMA                             SET      27     -0.14057   -0.0054082      0.15615      0.81599 KEGG_ASTHMA
