# MEAN_SAMPLE_SIZE = 1000
# TOTAL_GENES = 18214
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
KEGG_LONG_TERM_DEPRESSION               SET      68       0.1292    0.0078798     0.096736     0.090848 KEGG_LONG_TERM_DEPRESSION
KEGG_OLFACTORY_TRANSDUCTION             SET     351     0.096039     0.013203     0.056985     0.045972 KEGG_OLFACTORY_TRANSDUCTION
KEGG_TASTE_TRANSDUCTION                 SET      48   -0.0056446   -0.0002894      0.13054      0.51724 KEGG_TASTE_TRANSDUCTION
KEGG_REGULATION_OF_ACTIN_CYT...         SET     200   -0.0019371  -0.00020187     0.056229      0.51374 KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
KEGG_INSULIN_SIGNALING_PATHW...         SET     129    -0.027748    -0.002327     0.071204      0.65162 KEGG_INSULIN_SIGNALING_PATHWAY
KEGG_GNRH_SIGNALING_PATHWAY             SET      98   -0.0034298  -0.00025091     0.082466      0.51659 KEGG_GNRH_SIGNALING_PATHWAY
KEGG_PROGESTERONE_MEDIATED_O...         SET      80    -0.092358   -0.0061077     0.086012      0.85853 KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION
KEGG_MELANOGENESIS                      SET      98     0.066222    0.0048445      0.07831      0.19888 KEGG_MELANOGENESIS
KEGG_ADIPOCYTOKINE_SIGNALING...         SET      64    -0.015494  -0.00091686     0.093201      0.56602 KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
KEGG_TYPE_II_DIABETES_MELLIT...         SET      46    -0.063794    -0.003202      0.12168      0.69996 KEGG_TYPE_II_DIABETES_MELLITUS
KEGG_TYPE_I_DIABETES_MELLITUS           SET      41      0.01745   0.00082699      0.13536      0.44871 KEGG_TYPE_I_DIABETES_MELLITUS
KEGG_MATURITY_ONSET_DIABETES...         SET      25     0.043529    0.0016116      0.16975      0.39881 KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG
KEGG_ALDOSTERONE_REGULATED_S...         SET      39     0.068613    0.0031716       0.1277      0.29554 KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION
KEGG_VASOPRESSIN_REGULATED_W...         SET      42      -0.3195    -0.015325      0.12115      0.99582 KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION
KEGG_PROXIMAL_TUBULE_BICARBO...         SET      21      0.11624    0.0039449      0.16185      0.23632 KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION
KEGG_ALZHEIMERS_DISEASE                 SET     152      0.07834    0.0071268     0.060048     0.096019 KEGG_ALZHEIMERS_DISEASE
KEGG_PARKINSONS_DISEASE                 SET     107   0.00045801   3.5002e-05     0.069044      0.49735 KEGG_PARKINSONS_DISEASE
KEGG_AMYOTROPHIC_LATERAL_SCL...         SET      53     -0.13359   -0.0071961      0.10442      0.89962 KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS
KEGG_HUNTINGTONS_DISEASE                SET     167     0.056516    0.0053869     0.057046      0.16092 KEGG_HUNTINGTONS_DISEASE
KEGG_PRION_DISEASES                     SET      33     0.054797    0.0023304      0.15554      0.36231 KEGG_PRION_DISEASES
KEGG_VIBRIO_CHOLERAE_INFECTI...         SET      52     -0.26644    -0.014216      0.11018      0.99219 KEGG_VIBRIO_CHOLERAE_INFECTION
KEGG_EPITHELIAL_CELL_SIGNALI...         SET      66     -0.16993    -0.010211     0.093122      0.96598 KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION
KEGG_PATHOGENIC_ESCHERICHIA_...         SET      54      0.22487     0.012226      0.11145     0.021819 KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
KEGG_LEISHMANIA_INFECTION               SET      67   -0.0043773    -0.000265     0.099856      0.51748 KEGG_LEISHMANIA_INFECTION
KEGG_PATHWAYS_IN_CANCER                 SET     314    -0.035609   -0.0046351     0.044942      0.78591 KEGG_PATHWAYS_IN_CANCER
KEGG_COLORECTAL_CANCER                  SET      61    -0.067773   -0.0039156      0.10301       0.7447 KEGG_COLORECTAL_CANCER
KEGG_RENAL_CELL_CARCINOMA               SET      67    -0.095469   -0.0057797      0.09628      0.83929 KEGG_RENAL_CELL_CARCINOMA
KEGG_PANCREATIC_CANCER                  SET      66    -0.069443   -0.0041727     0.095263      0.76698 KEGG_PANCREATIC_CANCER
KEGG_ENDOMETRIAL_CANCER                 SET      50      0.12638    0.0066129      0.10908       0.1233 KEGG_ENDOMETRIAL_CANCER
KEGG_GLIOMA                             SET      64     -0.10532   -0.0062321     0.098833      0.85669 KEGG_GLIOMA
KEGG_PROSTATE_CANCER                    SET      86      0.01993    0.0013663     0.081845      0.40381 KEGG_PROSTATE_CANCER
KEGG_THYROID_CANCER                     SET      29    -0.076862   -0.0030646      0.13564      0.71453 KEGG_THYROID_CANCER
KEGG_BASAL_CELL_CARCINOMA               SET      53      0.25281     0.013618      0.10629    0.0086986 KEGG_BASAL_CELL_CARCINOMA
KEGG_MELANOMA                           SET      68     0.045121    0.0027519     0.096622      0.32026 KEGG_MELANOMA
KEGG_BLADDER_CANCER                     SET      40    -0.054413   -0.0025472       0.1235      0.67025 KEGG_BLADDER_CANCER
KEGG_CHRONIC_MYELOID_LEUKEMIA           SET      71    -0.057834   -0.0036039     0.092428      0.73425 KEGG_CHRONIC_MYELOID_LEUKEMIA
KEGG_ACUTE_MYELOID_LEUKEMIA             SET      54    -0.015131  -0.00082268      0.10912      0.55514 KEGG_ACUTE_MYELOID_LEUKEMIA
KEGG_SMALL_CELL_LUNG_CANCER             SET      81     -0.13793   -0.0091781     0.082096      0.95353 KEGG_SMALL_CELL_LUNG_CANCER
KEGG_NON_SMALL_CELL_LUNG_CAN...         SET      53      -0.1823   -0.0098196      0.10752        0.955 KEGG_NON_SMALL_CELL_LUNG_CANCER
KEGG_ASTHMA                             SET      27     -0.14372   -0.0055294      0.15512       0.8229 KEGG_ASTHMA
