# MEAN_SAMPLE_SIZE = 1000
# TOTAL_GENES = 18214
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
KEGG_LINOLEIC_ACID_METABOLISM           SET      29      -0.1759   -0.0070134      0.16255      0.86039 KEGG_LINOLEIC_ACID_METABOLISM
KEGG_ALPHA_LINOLENIC_ACID_ME...         SET      19     -0.12373   -0.0039944      0.17632      0.75857 KEGG_ALPHA_LINOLENIC_ACID_METABOLISM
KEGG_SPHINGOLIPID_METABOLISM            SET      37     -0.18425    -0.008296      0.12762      0.92558 KEGG_SPHINGOLIPID_METABOLISM
KEGG_GLYCOSPHINGOLIPID_BIOSY...3        SET      26        0.115     0.004342      0.15073      0.22276 KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES
KEGG_GLYCOSPHINGOLIPID_BIOSY...2        SET      13      0.30073    0.0080316       0.2176     0.083489 KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES
KEGG_GLYCOSPHINGOLIPID_BIOSY...1        SET      15      0.21042    0.0060362      0.21235      0.16088 KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES
KEGG_PYRUVATE_METABOLISM                SET      39     0.054915    0.0025384      0.12264      0.32717 KEGG_PYRUVATE_METABOLISM
KEGG_GLYOXYLATE_AND_DICARBOX...         SET      16     -0.22833   -0.0067647      0.18634      0.88977 KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
KEGG_PROPANOATE_METABOLISM              SET      32     0.058643    0.0024559      0.14898      0.34694 KEGG_PROPANOATE_METABOLISM
KEGG_BUTANOATE_METABOLISM               SET      33      0.13614    0.0057898      0.13825      0.16239 KEGG_BUTANOATE_METABOLISM
KEGG_ONE_CARBON_POOL_BY_FOLA...         SET      17      -0.1632   -0.0049836      0.17968      0.81813 KEGG_ONE_CARBON_POOL_BY_FOLATE
KEGG_RIBOFLAVIN_METABOLISM              SET      15     -0.13757   -0.0039463      0.18543      0.77091 KEGG_RIBOFLAVIN_METABOLISM
KEGG_NICOTINATE_AND_NICOTINA...         SET      24     0.011448    0.0004153      0.16156      0.47176 KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
KEGG_PANTOTHENATE_AND_COA_BI...         SET      16     0.015757   0.00046682      0.19126      0.46717 KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS
KEGG_FOLATE_BIOSYNTHESIS                SET      11     -0.66776    -0.016406      0.28066      0.99132 KEGG_FOLATE_BIOSYNTHESIS
KEGG_RETINOL_METABOLISM                 SET      62    -0.051888   -0.0030223      0.11915      0.66839 KEGG_RETINOL_METABOLISM
KEGG_PORPHYRIN_AND_CHLOROPHY...         SET      38      0.27711     0.012645        0.143      0.02633 KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
KEGG_TERPENOID_BACKBONE_BIOS...         SET      15       0.1288    0.0036949      0.16875      0.22266 KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
KEGG_LIMONENE_AND_PINENE_DEG...         SET      10      0.23513     0.005508      0.24825       0.1718 KEGG_LIMONENE_AND_PINENE_DEGRADATION
KEGG_NITROGEN_METABOLISM                SET      21     0.088195    0.0029931      0.17276      0.30485 KEGG_NITROGEN_METABOLISM
KEGG_SULFUR_METABOLISM                  SET      11     -0.26528   -0.0065176      0.23387      0.87166 KEGG_SULFUR_METABOLISM
KEGG_AMINOACYL_TRNA_BIOSYNTH...         SET      41     -0.19549   -0.0092648      0.11842       0.9506 KEGG_AMINOACYL_TRNA_BIOSYNTHESIS
KEGG_METABOLISM_OF_XENOBIOTI...         SET      69    -0.019816   -0.0012174      0.12027      0.56543 KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
KEGG_DRUG_METABOLISM_CYTOCHR...         SET      69    0.0069715   0.00042829      0.11967      0.47677 KEGG_DRUG_METABOLISM_CYTOCHROME_P450
KEGG_DRUG_METABOLISM_OTHER_E...         SET      50     0.029814      0.00156      0.12308       0.4043 KEGG_DRUG_METABOLISM_OTHER_ENZYMES
KEGG_BIOSYNTHESIS_OF_UNSATUR...         SET      22     -0.21419   -0.0074397      0.17206       0.8934 KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
KEGG_ABC_TRANSPORTERS                   SET      42      0.17586    0.0084351      0.12823     0.085128 KEGG_ABC_TRANSPORTERS
KEGG_RIBOSOME                           SET      77    -0.044101   -0.0028614      0.08424      0.69969 KEGG_RIBOSOME
KEGG_RNA_DEGRADATION                    SET      57    -0.091843   -0.0051299     0.098171      0.82524 KEGG_RNA_DEGRADATION
KEGG_RNA_POLYMERASE                     SET      29     -0.20959   -0.0083565      0.12974      0.94688 KEGG_RNA_POLYMERASE
KEGG_BASAL_TRANSCRIPTION_FAC...         SET      32     -0.16906   -0.0070802       0.1388      0.88838 KEGG_BASAL_TRANSCRIPTION_FACTORS
KEGG_DNA_REPLICATION                    SET      33     0.081819    0.0034796      0.12064      0.24882 KEGG_DNA_REPLICATION
KEGG_SPLICEOSOME                        SET     121    -0.025828   -0.0020982     0.065533      0.65325 KEGG_SPLICEOSOME
KEGG_PROTEASOME                         SET      44     0.075243    0.0036938       0.1305      0.28211 KEGG_PROTEASOME
KEGG_PROTEIN_EXPORT                     SET      23     0.012293   0.00043656       0.1509      0.46754 KEGG_PROTEIN_EXPORT
KEGG_PPAR_SIGNALING_PATHWAY             SET      67      0.12409    0.0075124      0.08791     0.079051 KEGG_PPAR_SIGNALING_PATHWAY
KEGG_BASE_EXCISION_REPAIR               SET      32     0.016127   0.00067537      0.13244      0.45154 KEGG_BASE_EXCISION_REPAIR
KEGG_NUCLEOTIDE_EXCISION_REP...         SET      41      0.12318    0.0058379      0.11645      0.14507 KEGG_NUCLEOTIDE_EXCISION_REPAIR
KEGG_MISMATCH_REPAIR                    SET      22     0.067249    0.0023358      0.16366      0.34058 KEGG_MISMATCH_REPAIR
KEGG_HOMOLOGOUS_RECOMBINATION           SET      27    0.0006113   2.3519e-05      0.15006      0.49837 KEGG_HOMOLOGOUS_RECOMBINATION
KEGG_NON_HOMOLOGOUS_END_JOIN...         SET      13     -0.32636   -0.0087162      0.21733       0.9334 KEGG_NON_HOMOLOGOUS_END_JOINING
KEGG_MAPK_SIGNALING_PATHWAY             SET     257      0.04745    0.0055966      0.04988      0.17074 KEGG_MAPK_SIGNALING_PATHWAY
KEGG_ERBB_SIGNALING_PATHWAY             SET      84     0.017833    0.0012083     0.089834      0.42132 KEGG_ERBB_SIGNALING_PATHWAY
KEGG_CALCIUM_SIGNALING_PATHW...         SET     166    -0.017097   -0.0016248     0.064077       0.6052 KEGG_CALCIUM_SIGNALING_PATHWAY
KEGG_CYTOKINE_CYTOKINE_RECEP...         SET     245     0.090539      0.01043     0.056914     0.055836 KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
KEGG_CHEMOKINE_SIGNALING_PAT...         SET     178    -0.018301   -0.0018004     0.061302      0.61735 KEGG_CHEMOKINE_SIGNALING_PATHWAY
KEGG_PHOSPHATIDYLINOSITOL_SI...         SET      74    -0.049948   -0.0031773     0.089053      0.71255 KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM
KEGG_NEUROACTIVE_LIGAND_RECE...         SET     251    -0.030951   -0.0036083      0.05347      0.71865 KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
KEGG_CELL_CYCLE                         SET     120     0.010794   0.00087323     0.068143      0.43707 KEGG_CELL_CYCLE
KEGG_OOCYTE_MEIOSIS                     SET     107      0.10974    0.0083864     0.075392     0.072769 KEGG_OOCYTE_MEIOSIS
KEGG_P53_SIGNALING_PATHWAY              SET      66    -0.093942   -0.0056449     0.099851       0.8266 KEGG_P53_SIGNALING_PATHWAY
KEGG_UBIQUITIN_MEDIATED_PROT...         SET     126    -0.049108   -0.0040704     0.068298      0.76393 KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS
KEGG_SNARE_INTERACTIONS_IN_V...         SET      36     -0.27156    -0.012061      0.11315       0.9918 KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT
KEGG_REGULATION_OF_AUTOPHAGY            SET      31      0.14676    0.0060497      0.16435      0.18594 KEGG_REGULATION_OF_AUTOPHAGY
KEGG_LYSOSOME                           SET     115     0.034278    0.0027152      0.06815      0.30749 KEGG_LYSOSOME
KEGG_ENDOCYTOSIS                        SET     176     0.015056    0.0014729     0.059803      0.40061 KEGG_ENDOCYTOSIS
KEGG_PEROXISOME                         SET      75      -0.1354   -0.0086706     0.085012      0.94437 KEGG_PEROXISOME
KEGG_MTOR_SIGNALING_PATHWAY             SET      49      -0.1018   -0.0052733      0.11352      0.81508 KEGG_MTOR_SIGNALING_PATHWAY
KEGG_APOPTOSIS                          SET      81    -0.076861   -0.0051144     0.090281      0.80271 KEGG_APOPTOSIS
KEGG_CARDIAC_MUSCLE_CONTRACT...         SET      67    -0.092105   -0.0055761     0.092649      0.83991 KEGG_CARDIAC_MUSCLE_CONTRACTION
KEGG_VASCULAR_SMOOTH_MUSCLE_...         SET     112      -0.1053   -0.0082324     0.079409      0.90759 KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
KEGG_WNT_SIGNALING_PATHWAY              SET     144      0.13502     0.011959     0.064693     0.018445 KEGG_WNT_SIGNALING_PATHWAY
KEGG_DORSO_VENTRAL_AXIS_FORM...         SET      24     -0.15134   -0.0054901      0.15913       0.8292 KEGG_DORSO_VENTRAL_AXIS_FORMATION
KEGG_NOTCH_SIGNALING_PATHWAY            SET      46     0.040372    0.0020264       0.1057      0.35125 KEGG_NOTCH_SIGNALING_PATHWAY
KEGG_HEDGEHOG_SIGNALING_PATH...         SET      54    0.0022897   0.00012449      0.10715      0.49148 KEGG_HEDGEHOG_SIGNALING_PATHWAY
KEGG_TGF_BETA_SIGNALING_PATH...         SET      85     0.066748    0.0045493      0.08532      0.21702 KEGG_TGF_BETA_SIGNALING_PATHWAY
KEGG_AXON_GUIDANCE                      SET     122     0.041888    0.0034168      0.07329      0.28382 KEGG_AXON_GUIDANCE
KEGG_VEGF_SIGNALING_PATHWAY             SET      76    -0.040035   -0.0025808     0.086966      0.67737 KEGG_VEGF_SIGNALING_PATHWAY
KEGG_FOCAL_ADHESION                     SET     193    -0.047939   -0.0049086     0.058249      0.79474 KEGG_FOCAL_ADHESION
KEGG_ECM_RECEPTOR_INTERACTION           SET      83    -0.016729   -0.0011267      0.09077      0.57311 KEGG_ECM_RECEPTOR_INTERACTION
KEGG_CELL_ADHESION_MOLECULES...         SET     124     -0.11928   -0.0098083     0.075764      0.94228 KEGG_CELL_ADHESION_MOLECULES_CAMS
KEGG_ADHERENS_JUNCTION                  SET      71      0.19831     0.012358     0.096309     0.019748 KEGG_ADHERENS_JUNCTION
KEGG_TIGHT_JUNCTION                     SET     128     0.095946    0.0080151     0.070537      0.08689 KEGG_TIGHT_JUNCTION
KEGG_GAP_JUNCTION                       SET      87    -0.047759   -0.0032929      0.09103      0.70008 KEGG_GAP_JUNCTION
KEGG_COMPLEMENT_AND_COAGULAT...         SET      66      0.09531    0.0057271     0.097394      0.16389 KEGG_COMPLEMENT_AND_COAGULATION_CASCADES
KEGG_ANTIGEN_PROCESSING_AND_...         SET      78     0.022726     0.001484      0.10167      0.41157 KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION
KEGG_RENIN_ANGIOTENSIN_SYSTEM           SET      15     -0.37419    -0.010734      0.21849       0.9566 KEGG_RENIN_ANGIOTENSIN_SYSTEM
KEGG_TOLL_LIKE_RECEPTOR_SIGN...         SET      95    -0.011174  -0.00080491     0.082608       0.5538 KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_NOD_LIKE_RECEPTOR_SIGNA...         SET      58    -0.063176   -0.0035595     0.098503      0.73935 KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_RIG_I_LIKE_RECEPTOR_SIG...         SET      64     0.049563    0.0029328     0.099964      0.31002 KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_CYTOSOLIC_DNA_SENSING_P...         SET      50      0.04834    0.0025293      0.10757      0.32659 KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY
KEGG_JAK_STAT_SIGNALING_PATH...         SET     142     -0.11017   -0.0096898     0.072463      0.93578 KEGG_JAK_STAT_SIGNALING_PATHWAY
KEGG_HEMATOPOIETIC_CELL_LINE...         SET      82    -0.090662   -0.0060697     0.091219      0.83986 KEGG_HEMATOPOIETIC_CELL_LINEAGE
KEGG_NATURAL_KILLER_CELL_MED...         SET     127     -0.02473   -0.0020579     0.076344        0.627 KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY
KEGG_T_CELL_RECEPTOR_SIGNALI...         SET     105     -0.02486   -0.0018821     0.079366      0.62295 KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY
KEGG_B_CELL_RECEPTOR_SIGNALI...         SET      71    -0.022329   -0.0013914     0.092825      0.59504 KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY
KEGG_FC_EPSILON_RI_SIGNALING...         SET      77     -0.19729    -0.012801     0.091615      0.98435 KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY
KEGG_FC_GAMMA_R_MEDIATED_PHA...         SET      93    0.0081767    0.0005828     0.085543      0.46193 KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS
KEGG_LEUKOCYTE_TRANSENDOTHEL...         SET     110    -0.038668    -0.002996     0.075442      0.69586 KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION
KEGG_INTESTINAL_IMMUNE_NETWO...         SET      44    -0.030081   -0.0014767      0.12582      0.59447 KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION
KEGG_CIRCADIAN_RHYTHM_MAMMAL            SET      13    -0.043731   -0.0011679      0.21792      0.57952 KEGG_CIRCADIAN_RHYTHM_MAMMAL
KEGG_LONG_TERM_POTENTIATION             SET      66      0.07226     0.004342      0.09778      0.22996 KEGG_LONG_TERM_POTENTIATION
KEGG_NEUROTROPHIN_SIGNALING_...         SET     120     -0.14039    -0.011358      0.07412      0.97088 KEGG_NEUROTROPHIN_SIGNALING_PATHWAY
KEGG_LONG_TERM_DEPRESSION               SET      68     0.059145    0.0036072     0.097554      0.27217 KEGG_LONG_TERM_DEPRESSION
KEGG_OLFACTORY_TRANSDUCTION             SET     351     0.017404    0.0023927      0.05747      0.38101 KEGG_OLFACTORY_TRANSDUCTION
KEGG_TASTE_TRANSDUCTION                 SET      48      -0.1097   -0.0056244      0.13164      0.79767 KEGG_TASTE_TRANSDUCTION
KEGG_REGULATION_OF_ACTIN_CYT...         SET     200     0.016957    0.0017671     0.056702      0.38245 KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
KEGG_INSULIN_SIGNALING_PATHW...         SET     129    -0.044815   -0.0037583     0.071802      0.73373 KEGG_INSULIN_SIGNALING_PATHWAY
KEGG_GNRH_SIGNALING_PATHWAY             SET      98    0.0066017   0.00048295      0.08316      0.46836 KEGG_GNRH_SIGNALING_PATHWAY
KEGG_PROGESTERONE_MEDIATED_O...         SET      80     0.051637    0.0034148     0.086738      0.27582 KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION
KEGG_MELANOGENESIS                      SET      98     0.071149     0.005205     0.078969      0.18381 KEGG_MELANOGENESIS
KEGG_ADIPOCYTOKINE_SIGNALING...         SET      64      0.18565     0.010985     0.093974     0.024114 KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
KEGG_TYPE_II_DIABETES_MELLIT...         SET      46     -0.11667   -0.0058559       0.1227      0.82915 KEGG_TYPE_II_DIABETES_MELLITUS
KEGG_TYPE_I_DIABETES_MELLITUS           SET      41     -0.26325    -0.012476      0.13649      0.97311 KEGG_TYPE_I_DIABETES_MELLITUS
KEGG_MATURITY_ONSET_DIABETES...         SET      25      0.28177     0.010432      0.17117     0.049874 KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG
KEGG_ALDOSTERONE_REGULATED_S...         SET      39     0.035297    0.0016316      0.12878      0.39201 KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION
KEGG_VASOPRESSIN_REGULATED_W...         SET      42    -0.079131   -0.0037956      0.12219      0.74137 KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION
KEGG_PROXIMAL_TUBULE_BICARBO...         SET      21     0.052706    0.0017887      0.16321      0.37338 KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION
KEGG_ALZHEIMERS_DISEASE                 SET     152   -0.0022414   -0.0002039     0.060557      0.51476 KEGG_ALZHEIMERS_DISEASE
KEGG_PARKINSONS_DISEASE                 SET     107     0.076327    0.0058331     0.069622      0.13648 KEGG_PARKINSONS_DISEASE
KEGG_AMYOTROPHIC_LATERAL_SCL...         SET      53     0.086625    0.0046661       0.1053      0.20535 KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS
KEGG_HUNTINGTONS_DISEASE                SET     167      0.01577    0.0015031     0.057527        0.392 KEGG_HUNTINGTONS_DISEASE
KEGG_PRION_DISEASES                     SET      33     -0.15518   -0.0065997      0.15685      0.83876 KEGG_PRION_DISEASES
KEGG_VIBRIO_CHOLERAE_INFECTI...         SET      52     -0.13114   -0.0069974      0.11113      0.88102 KEGG_VIBRIO_CHOLERAE_INFECTION
KEGG_EPITHELIAL_CELL_SIGNALI...         SET      66     -0.12726   -0.0076466      0.09391      0.91229 KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION
KEGG_PATHOGENIC_ESCHERICHIA_...         SET      54     -0.15279   -0.0083074      0.11239      0.91299 KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
KEGG_LEISHMANIA_INFECTION               SET      67     -0.12256   -0.0074196      0.10069      0.88822 KEGG_LEISHMANIA_INFECTION
KEGG_PATHWAYS_IN_CANCER                 SET     314     0.015975    0.0020794     0.045321      0.36224 KEGG_PATHWAYS_IN_CANCER
KEGG_COLORECTAL_CANCER                  SET      61    -0.010703   -0.0006184      0.10388      0.54103 KEGG_COLORECTAL_CANCER
KEGG_RENAL_CELL_CARCINOMA               SET      67     0.040413    0.0024466     0.097092      0.33862 KEGG_RENAL_CELL_CARCINOMA
KEGG_PANCREATIC_CANCER                  SET      66    -0.070468   -0.0042343     0.096065      0.76838 KEGG_PANCREATIC_CANCER
KEGG_ENDOMETRIAL_CANCER                 SET      50     0.045791    0.0023959         0.11       0.3386 KEGG_ENDOMETRIAL_CANCER
KEGG_GLIOMA                             SET      64     -0.14046   -0.0083115     0.099662      0.92062 KEGG_GLIOMA
KEGG_PROSTATE_CANCER                    SET      86    -0.053487   -0.0036667     0.082533      0.74152 KEGG_PROSTATE_CANCER
KEGG_THYROID_CANCER                     SET      29      0.10446    0.0041649      0.13678      0.22252 KEGG_THYROID_CANCER
KEGG_BASAL_CELL_CARCINOMA               SET      53    -0.057234    -0.003083       0.1072      0.70329 KEGG_BASAL_CELL_CARCINOMA
KEGG_MELANOMA                           SET      68    -0.087973   -0.0053654     0.097433      0.81671 KEGG_MELANOMA
KEGG_BLADDER_CANCER                     SET      40    -0.028224   -0.0013212      0.12454      0.58964 KEGG_BLADDER_CANCER
KEGG_CHRONIC_MYELOID_LEUKEMIA           SET      71     -0.26862    -0.016739     0.093183      0.99803 KEGG_CHRONIC_MYELOID_LEUKEMIA
KEGG_ACUTE_MYELOID_LEUKEMIA             SET      54     0.041481    0.0022554      0.11004       0.3531 KEGG_ACUTE_MYELOID_LEUKEMIA
KEGG_SMALL_CELL_LUNG_CANCER             SET      81    -0.088685   -0.0059011     0.082791      0.85795 KEGG_SMALL_CELL_LUNG_CANCER
KEGG_NON_SMALL_CELL_LUNG_CAN...         SET      53     0.018946    0.0010206      0.10843      0.43065 KEGG_NON_SMALL_CELL_LUNG_CANCER
KEGG_ASTHMA                             SET      27     -0.18811   -0.0072375      0.15642      0.88543 KEGG_ASTHMA
