# MEAN_SAMPLE_SIZE = 1000
# TOTAL_GENES = 18214
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
KEGG_STEROID_HORMONE_BIOSYNT...         SET      54    -0.044073   -0.0023963      0.11895       0.6445 KEGG_STEROID_HORMONE_BIOSYNTHESIS
KEGG_OXIDATIVE_PHOSPHORYLATI...         SET     112     0.039654       0.0031     0.068051      0.28005 KEGG_OXIDATIVE_PHOSPHORYLATION
KEGG_PURINE_METABOLISM                  SET     153    -0.093212   -0.0085074     0.061635      0.93477 KEGG_PURINE_METABOLISM
KEGG_PYRIMIDINE_METABOLISM              SET      94    -0.084899   -0.0060835      0.07615      0.86754 KEGG_PYRIMIDINE_METABOLISM
KEGG_ALANINE_ASPARTATE_AND_G...         SET      31      0.03376    0.0013916      0.13557      0.40168 KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM
KEGG_GLYCINE_SERINE_AND_THRE...         SET      28    0.0071477   0.00028004      0.13219      0.47844 KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM
KEGG_CYSTEINE_AND_METHIONINE...         SET      33      0.17685     0.007521      0.13057     0.087813 KEGG_CYSTEINE_AND_METHIONINE_METABOLISM
KEGG_VALINE_LEUCINE_AND_ISOL...2        SET      43    -0.083616   -0.0040581      0.11521        0.766 KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION
KEGG_VALINE_LEUCINE_AND_ISOL...1        SET      10      0.29647    0.0069449      0.21131     0.080323 KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS
KEGG_LYSINE_DEGRADATION                 SET      42     -0.11645   -0.0055856      0.11101      0.85291 KEGG_LYSINE_DEGRADATION
KEGG_ARGININE_AND_PROLINE_ME...         SET      48      0.11406    0.0058478      0.10325      0.13464 KEGG_ARGININE_AND_PROLINE_METABOLISM
KEGG_HISTIDINE_METABOLISM               SET      27    -0.031184   -0.0011998      0.14868      0.58306 KEGG_HISTIDINE_METABOLISM
KEGG_TYROSINE_METABOLISM                SET      40     -0.10607   -0.0049654      0.13223      0.78877 KEGG_TYROSINE_METABOLISM
KEGG_PHENYLALANINE_METABOLISM           SET      16     -0.17457   -0.0051718      0.20375      0.80421 KEGG_PHENYLALANINE_METABOLISM
KEGG_TRYPTOPHAN_METABOLISM              SET      37     0.051708    0.0023282      0.12277      0.33681 KEGG_TRYPTOPHAN_METABOLISM
KEGG_BETA_ALANINE_METABOLISM            SET      21    -0.081472   -0.0027649      0.16991      0.68421 KEGG_BETA_ALANINE_METABOLISM
KEGG_TAURINE_AND_HYPOTAURINE...         SET      10    -0.077278   -0.0018103      0.21017      0.64345 KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM
KEGG_SELENOAMINO_ACID_METABO...         SET      26      0.10619    0.0040092      0.14684       0.2348 KEGG_SELENOAMINO_ACID_METABOLISM
KEGG_GLUTATHIONE_METABOLISM             SET      47      0.21995     0.011159      0.12382     0.037844 KEGG_GLUTATHIONE_METABOLISM
KEGG_STARCH_AND_SUCROSE_META...         SET      51    -0.022852   -0.0012076      0.12323      0.57356 KEGG_STARCH_AND_SUCROSE_METABOLISM
KEGG_N_GLYCAN_BIOSYNTHESIS              SET      44     0.035409    0.0017383        0.112      0.37594 KEGG_N_GLYCAN_BIOSYNTHESIS
KEGG_OTHER_GLYCAN_DEGRADATION           SET      15      0.16349    0.0046898      0.18777      0.19197 KEGG_OTHER_GLYCAN_DEGRADATION
KEGG_O_GLYCAN_BIOSYNTHESIS              SET      28     -0.18081    -0.007084      0.16646       0.8613 KEGG_O_GLYCAN_BIOSYNTHESIS
KEGG_AMINO_SUGAR_AND_NUCLEOT...         SET      41     -0.14153   -0.0067075      0.11268      0.89543 KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM
KEGG_GLYCOSAMINOGLYCAN_DEGRA...         SET      20     0.035316    0.0011696      0.18764      0.42536 KEGG_GLYCOSAMINOGLYCAN_DEGRADATION
KEGG_GLYCOSAMINOGLYCAN_BIOSY...1        SET      21     -0.11122   -0.0037746      0.17017      0.74331 KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE
KEGG_GLYCOSAMINOGLYCAN_BIOSY...3        SET      15     -0.27279   -0.0078253      0.19403      0.92011 KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE
KEGG_GLYCOSAMINOGLYCAN_BIOSY...2        SET      25    0.0095109   0.00035213       0.1685      0.47749 KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE
KEGG_GLYCEROLIPID_METABOLISM            SET      46     0.038936    0.0019543      0.11554      0.36806 KEGG_GLYCEROLIPID_METABOLISM
KEGG_INOSITOL_PHOSPHATE_META...         SET      53    -0.095775    -0.005159       0.1033      0.82307 KEGG_INOSITOL_PHOSPHATE_METABOLISM
KEGG_GLYCOSYLPHOSPHATIDYLINO...         SET      24    0.0098788   0.00035837      0.13842      0.47155 KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS
KEGG_GLYCEROPHOSPHOLIPID_MET...         SET      75     0.095611    0.0061228      0.08584      0.13268 KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
KEGG_ETHER_LIPID_METABOLISM             SET      33      0.10675    0.0045397      0.14039      0.22352 KEGG_ETHER_LIPID_METABOLISM
KEGG_ARACHIDONIC_ACID_METABO...         SET      58      0.32084     0.018076      0.10727    0.0013923 KEGG_ARACHIDONIC_ACID_METABOLISM
KEGG_LINOLEIC_ACID_METABOLISM           SET      29      0.12261    0.0048888      0.16075      0.22282 KEGG_LINOLEIC_ACID_METABOLISM
KEGG_ALPHA_LINOLENIC_ACID_ME...         SET      19      0.19001     0.006134      0.17437      0.13792 KEGG_ALPHA_LINOLENIC_ACID_METABOLISM
KEGG_SPHINGOLIPID_METABOLISM            SET      37    -0.014111  -0.00063535      0.12621      0.54451 KEGG_SPHINGOLIPID_METABOLISM
KEGG_GLYCOSPHINGOLIPID_BIOSY...3        SET      26     -0.14522   -0.0054828      0.14906      0.83502 KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES
KEGG_GLYCOSPHINGOLIPID_BIOSY...2        SET      13      0.35356    0.0094426      0.21518     0.050192 KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES
KEGG_GLYCOSPHINGOLIPID_BIOSY...1        SET      15      0.10471    0.0030038         0.21      0.30903 KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES
KEGG_PYRUVATE_METABOLISM                SET      39     0.043175    0.0019958      0.12128      0.36093 KEGG_PYRUVATE_METABOLISM
KEGG_GLYOXYLATE_AND_DICARBOX...         SET      16    -0.068056   -0.0020163      0.18428      0.64405 KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
KEGG_PROPANOATE_METABOLISM              SET      32    -0.087774   -0.0036759      0.14733      0.72433 KEGG_PROPANOATE_METABOLISM
KEGG_BUTANOATE_METABOLISM               SET      33      -0.1947     -0.00828      0.13672      0.92278 KEGG_BUTANOATE_METABOLISM
KEGG_ONE_CARBON_POOL_BY_FOLA...         SET      17    0.0026361     8.05e-05      0.17769      0.49408 KEGG_ONE_CARBON_POOL_BY_FOLATE
KEGG_RIBOFLAVIN_METABOLISM              SET      15      0.29491      0.00846      0.18336     0.053889 KEGG_RIBOFLAVIN_METABOLISM
KEGG_NICOTINATE_AND_NICOTINA...         SET      24      0.15106    0.0054801      0.15977       0.1722 KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
KEGG_PANTOTHENATE_AND_COA_BI...         SET      16      0.13959    0.0041356      0.18914      0.23025 KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS
KEGG_FOLATE_BIOSYNTHESIS                SET      11     -0.50357    -0.012372      0.27756      0.96517 KEGG_FOLATE_BIOSYNTHESIS
KEGG_RETINOL_METABOLISM                 SET      62    -0.031265   -0.0018211      0.11783      0.60463 KEGG_RETINOL_METABOLISM
KEGG_PORPHYRIN_AND_CHLOROPHY...         SET      38      -0.0165  -0.00075291      0.14143      0.54644 KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
KEGG_TERPENOID_BACKBONE_BIOS...         SET      15    0.0066866   0.00019181      0.16688      0.48402 KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
KEGG_LIMONENE_AND_PINENE_DEG...         SET      10     -0.35334   -0.0082772      0.24549      0.92496 KEGG_LIMONENE_AND_PINENE_DEGRADATION
KEGG_NITROGEN_METABOLISM                SET      21      0.22067    0.0074889      0.17083     0.098232 KEGG_NITROGEN_METABOLISM
KEGG_SULFUR_METABOLISM                  SET      11       0.2094    0.0051446      0.23128      0.18264 KEGG_SULFUR_METABOLISM
KEGG_AMINOACYL_TRNA_BIOSYNTH...         SET      41     -0.13876   -0.0065763      0.11711      0.88196 KEGG_AMINOACYL_TRNA_BIOSYNTHESIS
KEGG_METABOLISM_OF_XENOBIOTI...         SET      69   -0.0016554   -0.0001017      0.11894      0.50555 KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
KEGG_DRUG_METABOLISM_CYTOCHR...         SET      69     0.059051    0.0036277      0.11834      0.30889 KEGG_DRUG_METABOLISM_CYTOCHROME_P450
KEGG_DRUG_METABOLISM_OTHER_E...         SET      50    -0.081158   -0.0042465      0.12172      0.74754 KEGG_DRUG_METABOLISM_OTHER_ENZYMES
KEGG_BIOSYNTHESIS_OF_UNSATUR...         SET      22     0.015714   0.00054582      0.17015      0.46321 KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
KEGG_ABC_TRANSPORTERS                   SET      42     -0.18912   -0.0090711       0.1268      0.93206 KEGG_ABC_TRANSPORTERS
KEGG_RIBOSOME                           SET      77     0.073827    0.0047901     0.083304      0.18775 KEGG_RIBOSOME
KEGG_RNA_DEGRADATION                    SET      57      0.12531    0.0069992      0.09708     0.098399 KEGG_RNA_DEGRADATION
KEGG_RNA_POLYMERASE                     SET      29       -0.261    -0.010406      0.12829      0.97903 KEGG_RNA_POLYMERASE
KEGG_BASAL_TRANSCRIPTION_FAC...         SET      32     -0.12132   -0.0050808      0.13726       0.8116 KEGG_BASAL_TRANSCRIPTION_FACTORS
KEGG_DNA_REPLICATION                    SET      33    -0.047019   -0.0019996       0.1193      0.65325 KEGG_DNA_REPLICATION
KEGG_SPLICEOSOME                        SET     121     0.064634    0.0052507     0.064804       0.1593 KEGG_SPLICEOSOME
KEGG_PROTEASOME                         SET      44    -0.016056  -0.00078824      0.12905      0.54951 KEGG_PROTEASOME
KEGG_PROTEIN_EXPORT                     SET      23     -0.21695   -0.0077048      0.14921      0.92701 KEGG_PROTEIN_EXPORT
KEGG_PPAR_SIGNALING_PATHWAY             SET      67    -0.059803   -0.0036205     0.086939      0.75423 KEGG_PPAR_SIGNALING_PATHWAY
KEGG_BASE_EXCISION_REPAIR               SET      32      0.17572    0.0073589      0.13096     0.089846 KEGG_BASE_EXCISION_REPAIR
KEGG_NUCLEOTIDE_EXCISION_REP...         SET      41      -0.3008    -0.014256      0.11514       0.9955 KEGG_NUCLEOTIDE_EXCISION_REPAIR
KEGG_MISMATCH_REPAIR                    SET      22     0.028946    0.0010054      0.16185      0.42903 KEGG_MISMATCH_REPAIR
KEGG_HOMOLOGOUS_RECOMBINATION           SET      27     -0.26234    -0.010093      0.14839      0.96146 KEGG_HOMOLOGOUS_RECOMBINATION
KEGG_NON_HOMOLOGOUS_END_JOIN...         SET      13     -0.39893    -0.010654      0.21491      0.96828 KEGG_NON_HOMOLOGOUS_END_JOINING
KEGG_MAPK_SIGNALING_PATHWAY             SET     257     0.022759    0.0026844     0.049327      0.32226 KEGG_MAPK_SIGNALING_PATHWAY
KEGG_ERBB_SIGNALING_PATHWAY             SET      84     -0.13327   -0.0090299     0.088832      0.93322 KEGG_ERBB_SIGNALING_PATHWAY
KEGG_CALCIUM_SIGNALING_PATHW...         SET     166      0.02249    0.0021373     0.063366      0.36133 KEGG_CALCIUM_SIGNALING_PATHWAY
KEGG_CYTOKINE_CYTOKINE_RECEP...         SET     245     0.061915    0.0071327     0.056285      0.13566 KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
KEGG_CHEMOKINE_SIGNALING_PAT...         SET     178      0.04737    0.0046601     0.060621      0.21728 KEGG_CHEMOKINE_SIGNALING_PATHWAY
KEGG_PHOSPHATIDYLINOSITOL_SI...         SET      74    -0.058818   -0.0037415     0.088065      0.74789 KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM
KEGG_NEUROACTIVE_LIGAND_RECE...         SET     251    -0.036372   -0.0042403     0.052877      0.75422 KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
KEGG_CELL_CYCLE                         SET     120     0.035428    0.0028663     0.067387      0.29953 KEGG_CELL_CYCLE
KEGG_OOCYTE_MEIOSIS                     SET     107      0.15215     0.011628     0.074552      0.02064 KEGG_OOCYTE_MEIOSIS
KEGG_P53_SIGNALING_PATHWAY              SET      66    -0.014078  -0.00084592     0.098746      0.55668 KEGG_P53_SIGNALING_PATHWAY
KEGG_UBIQUITIN_MEDIATED_PROT...         SET     126      0.01467    0.0012159     0.067541      0.41403 KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS
KEGG_SNARE_INTERACTIONS_IN_V...         SET      36    -0.011902  -0.00052865      0.11192      0.54235 KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT
KEGG_REGULATION_OF_AUTOPHAGY            SET      31      0.19708     0.008124      0.16253      0.11264 KEGG_REGULATION_OF_AUTOPHAGY
KEGG_LYSOSOME                           SET     115    -0.058575   -0.0046398     0.067393      0.80761 KEGG_LYSOSOME
KEGG_ENDOCYTOSIS                        SET     176     0.095882    0.0093798     0.059135     0.052475 KEGG_ENDOCYTOSIS
KEGG_PEROXISOME                         SET      75     0.032796    0.0021002     0.084075      0.34824 KEGG_PEROXISOME
KEGG_MTOR_SIGNALING_PATHWAY             SET      49      0.11288    0.0058471      0.11226      0.15732 KEGG_MTOR_SIGNALING_PATHWAY
KEGG_APOPTOSIS                          SET      81      0.13708     0.009121     0.089275     0.062348 KEGG_APOPTOSIS
KEGG_CARDIAC_MUSCLE_CONTRACT...         SET      67     0.089771    0.0054348     0.091621       0.1636 KEGG_CARDIAC_MUSCLE_CONTRACTION
KEGG_VASCULAR_SMOOTH_MUSCLE_...         SET     112     0.075761    0.0059228      0.07853      0.16734 KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
KEGG_WNT_SIGNALING_PATHWAY              SET     144    0.0015313   0.00013562     0.063983      0.49045 KEGG_WNT_SIGNALING_PATHWAY
KEGG_DORSO_VENTRAL_AXIS_FORM...         SET      24     0.015988      0.00058      0.15737      0.45954 KEGG_DORSO_VENTRAL_AXIS_FORMATION
KEGG_NOTCH_SIGNALING_PATHWAY            SET      46    -0.090415   -0.0045382      0.10452      0.80648 KEGG_NOTCH_SIGNALING_PATHWAY
KEGG_HEDGEHOG_SIGNALING_PATH...         SET      54     0.071262    0.0038745      0.10596      0.25063 KEGG_HEDGEHOG_SIGNALING_PATHWAY
KEGG_TGF_BETA_SIGNALING_PATH...         SET      85    -0.070115   -0.0047787     0.084374      0.79701 KEGG_TGF_BETA_SIGNALING_PATHWAY
KEGG_AXON_GUIDANCE                      SET     122      0.10242     0.008354     0.072474     0.078816 KEGG_AXON_GUIDANCE
KEGG_VEGF_SIGNALING_PATHWAY             SET      76      0.05448    0.0035119     0.086001      0.26321 KEGG_VEGF_SIGNALING_PATHWAY
KEGG_FOCAL_ADHESION                     SET     193     0.067728     0.006935     0.057601      0.11984 KEGG_FOCAL_ADHESION
KEGG_ECM_RECEPTOR_INTERACTION           SET      83      0.17665     0.011898     0.089753     0.024529 KEGG_ECM_RECEPTOR_INTERACTION
KEGG_CELL_ADHESION_MOLECULES...         SET     124     0.021983    0.0018077     0.074929      0.38462 KEGG_CELL_ADHESION_MOLECULES_CAMS
KEGG_ADHERENS_JUNCTION                  SET      71    -0.055727   -0.0034726     0.095252      0.72074 KEGG_ADHERENS_JUNCTION
KEGG_TIGHT_JUNCTION                     SET     128      0.04613    0.0038536     0.069758      0.25422 KEGG_TIGHT_JUNCTION
KEGG_GAP_JUNCTION                       SET      87    -0.065884   -0.0045427      0.09002      0.76788 KEGG_GAP_JUNCTION
KEGG_COMPLEMENT_AND_COAGULAT...         SET      66    -0.023006   -0.0013824     0.096317      0.59439 KEGG_COMPLEMENT_AND_COAGULATION_CASCADES
KEGG_ANTIGEN_PROCESSING_AND_...         SET      78      0.14399    0.0094028      0.10054     0.076055 KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION
KEGG_RENIN_ANGIOTENSIN_SYSTEM           SET      15      0.41411     0.011879      0.21606      0.02765 KEGG_RENIN_ANGIOTENSIN_SYSTEM
KEGG_TOLL_LIKE_RECEPTOR_SIGN...         SET      95      0.12893    0.0092873     0.081685      0.05725 KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_NOD_LIKE_RECEPTOR_SIGNA...         SET      58     -0.11613    -0.006543     0.097408       0.8834 KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_RIG_I_LIKE_RECEPTOR_SIG...         SET      64     0.020304    0.0012015     0.098855      0.41863 KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_CYTOSOLIC_DNA_SENSING_P...         SET      50     -0.10663   -0.0055791      0.10638      0.84191 KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY
KEGG_JAK_STAT_SIGNALING_PATH...         SET     142    -0.043345   -0.0038123     0.071663      0.72735 KEGG_JAK_STAT_SIGNALING_PATHWAY
KEGG_HEMATOPOIETIC_CELL_LINE...         SET      82      0.24654     0.016506      0.09019    0.0031355 KEGG_HEMATOPOIETIC_CELL_LINEAGE
KEGG_NATURAL_KILLER_CELL_MED...         SET     127    -0.080056   -0.0066617     0.075495      0.85551 KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY
KEGG_T_CELL_RECEPTOR_SIGNALI...         SET     105      0.02042     0.001546     0.078486      0.39736 KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY
KEGG_B_CELL_RECEPTOR_SIGNALI...         SET      71    -0.021601    -0.001346     0.091796      0.59302 KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY
KEGG_FC_EPSILON_RI_SIGNALING...         SET      77     0.023533    0.0015269     0.090612      0.39755 KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY
KEGG_FC_GAMMA_R_MEDIATED_PHA...         SET      93     -0.10453   -0.0074503      0.08459      0.89171 KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS
KEGG_LEUKOCYTE_TRANSENDOTHEL...         SET     110     -0.10045   -0.0077832     0.074602      0.91093 KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION
KEGG_INTESTINAL_IMMUNE_NETWO...         SET      44     0.066692     0.003274      0.12443      0.29599 KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION
KEGG_CIRCADIAN_RHYTHM_MAMMAL            SET      13       0.1622    0.0043318       0.2155      0.22583 KEGG_CIRCADIAN_RHYTHM_MAMMAL
KEGG_LONG_TERM_POTENTIATION             SET      66     0.025785    0.0015494     0.096697      0.39487 KEGG_LONG_TERM_POTENTIATION
KEGG_NEUROTROPHIN_SIGNALING_...         SET     120    -0.037347   -0.0030214     0.073305      0.69478 KEGG_NEUROTROPHIN_SIGNALING_PATHWAY
KEGG_LONG_TERM_DEPRESSION               SET      68   -0.0082469  -0.00050297     0.096473      0.53406 KEGG_LONG_TERM_DEPRESSION
KEGG_OLFACTORY_TRANSDUCTION             SET     351   -0.0093446   -0.0012847     0.056832       0.5653 KEGG_OLFACTORY_TRANSDUCTION
KEGG_TASTE_TRANSDUCTION                 SET      48     -0.21927    -0.011242      0.13017      0.95395 KEGG_TASTE_TRANSDUCTION
KEGG_REGULATION_OF_ACTIN_CYT...         SET     200     0.042017    0.0043788     0.056072      0.22683 KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
KEGG_INSULIN_SIGNALING_PATHW...         SET     129    -0.065936   -0.0055295     0.071005      0.82345 KEGG_INSULIN_SIGNALING_PATHWAY
KEGG_GNRH_SIGNALING_PATHWAY             SET      98     0.073463    0.0053743     0.082235      0.18585 KEGG_GNRH_SIGNALING_PATHWAY
KEGG_PROGESTERONE_MEDIATED_O...         SET      80      0.10977    0.0072589     0.085773      0.10033 KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION
KEGG_MELANOGENESIS                      SET      98    -0.031151   -0.0022789     0.078094      0.65501 KEGG_MELANOGENESIS
KEGG_ADIPOCYTOKINE_SIGNALING...         SET      64     0.041297    0.0024437     0.092942       0.3284 KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
KEGG_TYPE_II_DIABETES_MELLIT...         SET      46    -0.034206   -0.0017169      0.12134      0.61099 KEGG_TYPE_II_DIABETES_MELLITUS
KEGG_TYPE_I_DIABETES_MELLITUS           SET      41     0.092032    0.0043617      0.13498      0.24769 KEGG_TYPE_I_DIABETES_MELLITUS
KEGG_MATURITY_ONSET_DIABETES...         SET      25     0.054182     0.002006      0.16928      0.37446 KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG
KEGG_ALDOSTERONE_REGULATED_S...         SET      39    -0.024575    -0.001136      0.12735      0.57651 KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION
KEGG_VASOPRESSIN_REGULATED_W...         SET      42     -0.11468   -0.0055008      0.12084       0.8287 KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION
KEGG_PROXIMAL_TUBULE_BICARBO...         SET      21      0.36505     0.012389      0.16138     0.011852 KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION
KEGG_ALZHEIMERS_DISEASE                 SET     152      0.12966     0.011795     0.059876     0.015185 KEGG_ALZHEIMERS_DISEASE
KEGG_PARKINSONS_DISEASE                 SET     107     0.014213    0.0010862     0.068853      0.41823 KEGG_PARKINSONS_DISEASE
KEGG_AMYOTROPHIC_LATERAL_SCL...         SET      53     0.037573    0.0020239      0.10413      0.35912 KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS
KEGG_HUNTINGTONS_DISEASE                SET     167    0.0069224   0.00065982     0.056889      0.45158 KEGG_HUNTINGTONS_DISEASE
KEGG_PRION_DISEASES                     SET      33      0.24955     0.010613       0.1551     0.053818 KEGG_PRION_DISEASES
KEGG_VIBRIO_CHOLERAE_INFECTI...         SET      52     -0.23579    -0.012581      0.10988      0.98405 KEGG_VIBRIO_CHOLERAE_INFECTION
KEGG_EPITHELIAL_CELL_SIGNALI...         SET      66    -0.085571   -0.0051418     0.092871      0.82157 KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION
KEGG_PATHOGENIC_ESCHERICHIA_...         SET      54     0.032633    0.0017743      0.11115      0.38454 KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
KEGG_LEISHMANIA_INFECTION               SET      67   -0.0011795  -7.1408e-05     0.099579      0.50473 KEGG_LEISHMANIA_INFECTION
KEGG_PATHWAYS_IN_CANCER                 SET     314     0.027979    0.0036419     0.044818      0.26622 KEGG_PATHWAYS_IN_CANCER
KEGG_COLORECTAL_CANCER                  SET      61     -0.10295   -0.0059482      0.10273      0.84187 KEGG_COLORECTAL_CANCER
KEGG_RENAL_CELL_CARCINOMA               SET      67     -0.11967    -0.007245     0.096011      0.89369 KEGG_RENAL_CELL_CARCINOMA
KEGG_PANCREATIC_CANCER                  SET      66     -0.05682   -0.0034142        0.095      0.72511 KEGG_PANCREATIC_CANCER
KEGG_ENDOMETRIAL_CANCER                 SET      50      0.11464    0.0059981      0.10878      0.14598 KEGG_ENDOMETRIAL_CANCER
KEGG_GLIOMA                             SET      64    -0.026233   -0.0015523     0.098563      0.60494 KEGG_GLIOMA
KEGG_PROSTATE_CANCER                    SET      86    0.0078906   0.00054093     0.081618      0.46149 KEGG_PROSTATE_CANCER
KEGG_THYROID_CANCER                     SET      29      -0.1714   -0.0068338      0.13525      0.89745 KEGG_THYROID_CANCER
KEGG_BASAL_CELL_CARCINOMA               SET      53     0.029195    0.0015726      0.10601      0.39151 KEGG_BASAL_CELL_CARCINOMA
KEGG_MELANOMA                           SET      68      0.12904    0.0078701      0.09635     0.090244 KEGG_MELANOMA
KEGG_BLADDER_CANCER                     SET      40      0.23202     0.010861      0.12314     0.029783 KEGG_BLADDER_CANCER
KEGG_CHRONIC_MYELOID_LEUKEMIA           SET      71     -0.12573   -0.0078351     0.092167      0.91374 KEGG_CHRONIC_MYELOID_LEUKEMIA
KEGG_ACUTE_MYELOID_LEUKEMIA             SET      54     -0.10577   -0.0057505      0.10881      0.83447 KEGG_ACUTE_MYELOID_LEUKEMIA
KEGG_SMALL_CELL_LUNG_CANCER             SET      81   -0.0066418  -0.00044194     0.081875      0.53233 KEGG_SMALL_CELL_LUNG_CANCER
KEGG_NON_SMALL_CELL_LUNG_CAN...         SET      53     0.017428   0.00093877      0.10723      0.43545 KEGG_NON_SMALL_CELL_LUNG_CANCER
KEGG_ASTHMA                             SET      27    -0.010781  -0.00041479      0.15469      0.52778 KEGG_ASTHMA
