# MEAN_SAMPLE_SIZE = 1000
# TOTAL_GENES = 18214
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
KEGG_GLYCOSPHINGOLIPID_BIOSY...2        SET      13     -0.10656    -0.002846      0.21721      0.68815 KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES
KEGG_GLYCOSPHINGOLIPID_BIOSY...1        SET      15      0.37923     0.010879      0.21195     0.036794 KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES
KEGG_PYRUVATE_METABOLISM                SET      39     0.055687    0.0025741      0.12242      0.32459 KEGG_PYRUVATE_METABOLISM
KEGG_GLYOXYLATE_AND_DICARBOX...         SET      16      0.13072    0.0038728        0.186       0.2411 KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM
KEGG_PROPANOATE_METABOLISM              SET      32     0.025264     0.001058      0.14871      0.43255 KEGG_PROPANOATE_METABOLISM
KEGG_BUTANOATE_METABOLISM               SET      33    -0.075058    -0.003192        0.138      0.70674 KEGG_BUTANOATE_METABOLISM
KEGG_ONE_CARBON_POOL_BY_FOLA...         SET      17     -0.07887   -0.0024085      0.17935      0.66994 KEGG_ONE_CARBON_POOL_BY_FOLATE
KEGG_RIBOFLAVIN_METABOLISM              SET      15      -0.0114  -0.00032701      0.18509      0.52455 KEGG_RIBOFLAVIN_METABOLISM
KEGG_NICOTINATE_AND_NICOTINA...         SET      24    -0.084468   -0.0030642      0.16126      0.69979 KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
KEGG_PANTOTHENATE_AND_COA_BI...         SET      16     -0.19384   -0.0057427       0.1909      0.84503 KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS
KEGG_FOLATE_BIOSYNTHESIS                SET      11     -0.40702   -0.0099998      0.28017      0.92685 KEGG_FOLATE_BIOSYNTHESIS
KEGG_RETINOL_METABOLISM                 SET      62     -0.13355   -0.0077785      0.11893      0.86926 KEGG_RETINOL_METABOLISM
KEGG_PORPHYRIN_AND_CHLOROPHY...         SET      38     0.032345    0.0014759      0.14275      0.41037 KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM
KEGG_TERPENOID_BACKBONE_BIOS...         SET      15     -0.18136   -0.0052025      0.16844      0.85919 KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS
KEGG_LIMONENE_AND_PINENE_DEG...         SET      10     -0.29316   -0.0068675      0.24779      0.88161 KEGG_LIMONENE_AND_PINENE_DEGRADATION
KEGG_NITROGEN_METABOLISM                SET      21      -0.2461   -0.0083518      0.17243      0.92324 KEGG_NITROGEN_METABOLISM
KEGG_SULFUR_METABOLISM                  SET      11      0.36247    0.0089052      0.23343     0.060247 KEGG_SULFUR_METABOLISM
KEGG_AMINOACYL_TRNA_BIOSYNTH...         SET      41     0.052018    0.0024653      0.11821      0.32995 KEGG_AMINOACYL_TRNA_BIOSYNTHESIS
KEGG_METABOLISM_OF_XENOBIOTI...         SET      69     -0.35251    -0.021656      0.12002      0.99834 KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
KEGG_DRUG_METABOLISM_CYTOCHR...         SET      69     -0.27682    -0.017006      0.11942      0.98977 KEGG_DRUG_METABOLISM_CYTOCHROME_P450
KEGG_DRUG_METABOLISM_OTHER_E...         SET      50    -0.028882   -0.0015112      0.12285      0.59293 KEGG_DRUG_METABOLISM_OTHER_ENZYMES
KEGG_BIOSYNTHESIS_OF_UNSATUR...         SET      22     0.021632   0.00075139      0.17174      0.44988 KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS
KEGG_ABC_TRANSPORTERS                   SET      42     -0.16949   -0.0081295      0.12799      0.90727 KEGG_ABC_TRANSPORTERS
KEGG_RIBOSOME                           SET      77     0.011552   0.00074952     0.084084      0.44536 KEGG_RIBOSOME
KEGG_RNA_DEGRADATION                    SET      57    -0.029717   -0.0016599     0.097991      0.61915 KEGG_RNA_DEGRADATION
KEGG_RNA_POLYMERASE                     SET      29      0.10163     0.004052      0.12951      0.21631 KEGG_RNA_POLYMERASE
KEGG_BASAL_TRANSCRIPTION_FAC...         SET      32      0.11071    0.0046363      0.13855      0.21213 KEGG_BASAL_TRANSCRIPTION_FACTORS
KEGG_DNA_REPLICATION                    SET      33    -0.049212   -0.0020929      0.12041      0.65861 KEGG_DNA_REPLICATION
KEGG_SPLICEOSOME                        SET     121     0.028259    0.0022956     0.065411      0.33287 KEGG_SPLICEOSOME
KEGG_PROTEASOME                         SET      44      0.27126     0.013317      0.13024     0.018641 KEGG_PROTEASOME
KEGG_PROTEIN_EXPORT                     SET      23      -0.1002   -0.0035583      0.15061      0.74705 KEGG_PROTEIN_EXPORT
KEGG_PPAR_SIGNALING_PATHWAY             SET      67      0.10482    0.0063461     0.087748      0.11613 KEGG_PPAR_SIGNALING_PATHWAY
KEGG_BASE_EXCISION_REPAIR               SET      32     0.069878    0.0029265      0.13219      0.29854 KEGG_BASE_EXCISION_REPAIR
KEGG_NUCLEOTIDE_EXCISION_REP...         SET      41     -0.20008   -0.0094824      0.11622      0.95741 KEGG_NUCLEOTIDE_EXCISION_REPAIR
KEGG_MISMATCH_REPAIR                    SET      22      0.17085    0.0059344      0.16336      0.14781 KEGG_MISMATCH_REPAIR
KEGG_HOMOLOGOUS_RECOMBINATION           SET      27      -0.1034   -0.0039783      0.14978      0.75501 KEGG_HOMOLOGOUS_RECOMBINATION
KEGG_NON_HOMOLOGOUS_END_JOIN...         SET      13     0.061792    0.0016503      0.21694      0.38789 KEGG_NON_HOMOLOGOUS_END_JOINING
KEGG_MAPK_SIGNALING_PATHWAY             SET     257    -0.046288   -0.0054595     0.049787      0.82373 KEGG_MAPK_SIGNALING_PATHWAY
KEGG_ERBB_SIGNALING_PATHWAY             SET      84    -0.099125   -0.0067163     0.089664      0.86552 KEGG_ERBB_SIGNALING_PATHWAY
KEGG_CALCIUM_SIGNALING_PATHW...         SET     166     0.023049    0.0021904     0.063957      0.35928 KEGG_CALCIUM_SIGNALING_PATHWAY
KEGG_CYTOKINE_CYTOKINE_RECEP...         SET     245    0.0081304   0.00093662     0.056812       0.4431 KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
KEGG_CHEMOKINE_SIGNALING_PAT...         SET     178     0.010748    0.0010573     0.061188      0.43028 KEGG_CHEMOKINE_SIGNALING_PATHWAY
KEGG_PHOSPHATIDYLINOSITOL_SI...         SET      74      0.14023    0.0089203     0.088882     0.057325 KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM
KEGG_NEUROACTIVE_LIGAND_RECE...         SET     251    -0.070229   -0.0081875     0.053369      0.90589 KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
KEGG_CELL_CYCLE                         SET     120    -0.069108    -0.005591     0.068014       0.8452 KEGG_CELL_CYCLE
KEGG_OOCYTE_MEIOSIS                     SET     107     0.059062    0.0045137     0.075256      0.21629 KEGG_OOCYTE_MEIOSIS
KEGG_P53_SIGNALING_PATHWAY              SET      66      0.23704     0.014243     0.099651    0.0086936 KEGG_P53_SIGNALING_PATHWAY
KEGG_UBIQUITIN_MEDIATED_PROT...         SET     126    -0.082891   -0.0068706     0.068169      0.88799 KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS
KEGG_SNARE_INTERACTIONS_IN_V...         SET      36     -0.18351   -0.0081507      0.11295      0.94787 KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT
KEGG_REGULATION_OF_AUTOPHAGY            SET      31     0.052601    0.0021683      0.16405      0.37424 KEGG_REGULATION_OF_AUTOPHAGY
KEGG_LYSOSOME                           SET     115     -0.10354   -0.0082012     0.068019      0.93601 KEGG_LYSOSOME
KEGG_ENDOCYTOSIS                        SET     176    -0.091675   -0.0089683     0.059687      0.93771 KEGG_ENDOCYTOSIS
KEGG_PEROXISOME                         SET      75   -0.0060233  -0.00038573     0.084861      0.52829 KEGG_PEROXISOME
KEGG_MTOR_SIGNALING_PATHWAY             SET      49    -0.032853   -0.0017018      0.11331      0.61407 KEGG_MTOR_SIGNALING_PATHWAY
KEGG_APOPTOSIS                          SET      81     -0.05356   -0.0035639     0.090114      0.72386 KEGG_APOPTOSIS
KEGG_CARDIAC_MUSCLE_CONTRACT...         SET      67     -0.20075    -0.012154     0.092466      0.98503 KEGG_CARDIAC_MUSCLE_CONTRACTION
KEGG_VASCULAR_SMOOTH_MUSCLE_...         SET     112     -0.11961   -0.0093505      0.07926      0.93435 KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
KEGG_WNT_SIGNALING_PATHWAY              SET     144    -0.041756   -0.0036981      0.06458      0.74104 KEGG_WNT_SIGNALING_PATHWAY
KEGG_DORSO_VENTRAL_AXIS_FORM...         SET      24      0.25018    0.0090758      0.15883     0.057618 KEGG_DORSO_VENTRAL_AXIS_FORMATION
KEGG_NOTCH_SIGNALING_PATHWAY            SET      46      0.25835     0.012967      0.10548    0.0071633 KEGG_NOTCH_SIGNALING_PATHWAY
KEGG_HEDGEHOG_SIGNALING_PATH...         SET      54     -0.16915   -0.0091968      0.10695      0.94313 KEGG_HEDGEHOG_SIGNALING_PATHWAY
KEGG_TGF_BETA_SIGNALING_PATH...         SET      85     0.094175    0.0064185      0.08516       0.1344 KEGG_TGF_BETA_SIGNALING_PATHWAY
KEGG_AXON_GUIDANCE                      SET     122     -0.11809   -0.0096323     0.073149      0.94676 KEGG_AXON_GUIDANCE
KEGG_VEGF_SIGNALING_PATHWAY             SET      76    0.0021832   0.00014073     0.086805      0.48997 KEGG_VEGF_SIGNALING_PATHWAY
KEGG_FOCAL_ADHESION                     SET     193     0.043752      0.00448     0.058141      0.22587 KEGG_FOCAL_ADHESION
KEGG_ECM_RECEPTOR_INTERACTION           SET      83      0.09291    0.0062577     0.090598      0.15257 KEGG_ECM_RECEPTOR_INTERACTION
KEGG_CELL_ADHESION_MOLECULES...         SET     124     -0.09988   -0.0082132     0.075625      0.90669 KEGG_CELL_ADHESION_MOLECULES_CAMS
KEGG_ADHERENS_JUNCTION                  SET      71     0.069768    0.0043476     0.096141      0.23402 KEGG_ADHERENS_JUNCTION
KEGG_TIGHT_JUNCTION                     SET     128    -0.099427   -0.0083059     0.070406      0.92105 KEGG_TIGHT_JUNCTION
KEGG_GAP_JUNCTION                       SET      87     -0.14069   -0.0097008     0.090855      0.93925 KEGG_GAP_JUNCTION
KEGG_COMPLEMENT_AND_COAGULAT...         SET      66     0.085713    0.0051504     0.097214      0.18898 KEGG_COMPLEMENT_AND_COAGULATION_CASCADES
KEGG_ANTIGEN_PROCESSING_AND_...         SET      78    -0.047956   -0.0031316      0.10148      0.68173 KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION
KEGG_RENIN_ANGIOTENSIN_SYSTEM           SET      15      0.11445    0.0032832       0.2181      0.29988 KEGG_RENIN_ANGIOTENSIN_SYSTEM
KEGG_TOLL_LIKE_RECEPTOR_SIGN...         SET      95    -0.058539   -0.0042168     0.082453      0.76114 KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_NOD_LIKE_RECEPTOR_SIGNA...         SET      58     0.054877    0.0030919      0.09832      0.28838 KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_RIG_I_LIKE_RECEPTOR_SIG...         SET      64    -0.036924   -0.0021849     0.099778      0.64433 KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_CYTOSOLIC_DNA_SENSING_P...         SET      50     0.016888   0.00088361      0.10737      0.43751 KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY
KEGG_JAK_STAT_SIGNALING_PATH...         SET     142    0.0067183    0.0005909     0.072333        0.463 KEGG_JAK_STAT_SIGNALING_PATHWAY
KEGG_HEMATOPOIETIC_CELL_LINE...         SET      82    -0.040201   -0.0026913     0.091052      0.67058 KEGG_HEMATOPOIETIC_CELL_LINEAGE
KEGG_NATURAL_KILLER_CELL_MED...         SET     127    -0.013589   -0.0011307     0.076202      0.57076 KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY
KEGG_T_CELL_RECEPTOR_SIGNALI...         SET     105     0.026244    0.0019869     0.079218      0.37021 KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY
KEGG_B_CELL_RECEPTOR_SIGNALI...         SET      71     0.011699   0.00072901     0.092653      0.44976 KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY
KEGG_FC_EPSILON_RI_SIGNALING...         SET      77    -0.016141   -0.0010473     0.091458      0.57004 KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY
KEGG_FC_GAMMA_R_MEDIATED_PHA...         SET      93     0.043411    0.0030942     0.085383      0.30558 KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS
KEGG_LEUKOCYTE_TRANSENDOTHEL...         SET     110      0.02173    0.0016836     0.075303      0.38646 KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION
KEGG_INTESTINAL_IMMUNE_NETWO...         SET      44     -0.17324   -0.0085049      0.12558      0.91612 KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION
KEGG_CIRCADIAN_RHYTHM_MAMMAL            SET      13     -0.19676   -0.0052548      0.21751      0.81715 KEGG_CIRCADIAN_RHYTHM_MAMMAL
KEGG_LONG_TERM_POTENTIATION             SET      66    -0.072271   -0.0043427     0.097598      0.77049 KEGG_LONG_TERM_POTENTIATION
KEGG_NEUROTROPHIN_SIGNALING_...         SET     120     -0.10734   -0.0086845     0.073986      0.92658 KEGG_NEUROTROPHIN_SIGNALING_PATHWAY
KEGG_LONG_TERM_DEPRESSION               SET      68    -0.074015   -0.0045141     0.097372       0.7764 KEGG_LONG_TERM_DEPRESSION
KEGG_OLFACTORY_TRANSDUCTION             SET     351      -0.1143    -0.015714     0.057356      0.97685 KEGG_OLFACTORY_TRANSDUCTION
KEGG_TASTE_TRANSDUCTION                 SET      48   -0.0011536  -5.9142e-05       0.1314       0.5035 KEGG_TASTE_TRANSDUCTION
KEGG_REGULATION_OF_ACTIN_CYT...         SET     200     0.034975    0.0036448     0.056596       0.2683 KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
KEGG_INSULIN_SIGNALING_PATHW...         SET     129     -0.10569   -0.0088633     0.071665      0.92985 KEGG_INSULIN_SIGNALING_PATHWAY
KEGG_GNRH_SIGNALING_PATHWAY             SET      98   -0.0057877   -0.0004234     0.083005      0.52779 KEGG_GNRH_SIGNALING_PATHWAY
KEGG_PROGESTERONE_MEDIATED_O...         SET      80    -0.059339   -0.0039241     0.086577      0.75345 KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION
KEGG_MELANOGENESIS                      SET      98    -0.011705  -0.00085633     0.078824      0.55903 KEGG_MELANOGENESIS
KEGG_ADIPOCYTOKINE_SIGNALING...         SET      64    -0.068999    -0.004083     0.093809      0.76899 KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY
KEGG_TYPE_II_DIABETES_MELLIT...         SET      46     -0.26927    -0.013515      0.12246      0.98605 KEGG_TYPE_II_DIABETES_MELLITUS
KEGG_TYPE_I_DIABETES_MELLITUS           SET      41    -0.090702   -0.0042986      0.13625       0.7472 KEGG_TYPE_I_DIABETES_MELLITUS
KEGG_MATURITY_ONSET_DIABETES...         SET      25     -0.21423   -0.0079315      0.17085      0.89504 KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG
KEGG_ALDOSTERONE_REGULATED_S...         SET      39      0.26076     0.012054      0.12852     0.021241 KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION
KEGG_VASOPRESSIN_REGULATED_W...         SET      42     -0.14478   -0.0069447      0.12196       0.8824 KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION
KEGG_PROXIMAL_TUBULE_BICARBO...         SET      21    -0.039099   -0.0013269      0.16291      0.59484 KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION
KEGG_ALZHEIMERS_DISEASE                 SET     152    -0.014067   -0.0012797     0.060444      0.59201 KEGG_ALZHEIMERS_DISEASE
KEGG_PARKINSONS_DISEASE                 SET     107     0.039515    0.0030198     0.069495      0.28482 KEGG_PARKINSONS_DISEASE
KEGG_AMYOTROPHIC_LATERAL_SCL...         SET      53     0.036052     0.001942       0.1051       0.3658 KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS
KEGG_HUNTINGTONS_DISEASE                SET     167     0.063176    0.0060217     0.057418      0.13561 KEGG_HUNTINGTONS_DISEASE
KEGG_PRION_DISEASES                     SET      33      0.14102    0.0059973      0.15656      0.18386 KEGG_PRION_DISEASES
KEGG_VIBRIO_CHOLERAE_INFECTI...         SET      52    -0.004881  -0.00026043      0.11093      0.51755 KEGG_VIBRIO_CHOLERAE_INFECTION
KEGG_EPITHELIAL_CELL_SIGNALI...         SET      66     0.088672    0.0053282     0.093738      0.17209 KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION
KEGG_PATHOGENIC_ESCHERICHIA_...         SET      54     0.082103    0.0044639      0.11219      0.23214 KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
KEGG_LEISHMANIA_INFECTION               SET      67    -0.022731   -0.0013761      0.10051      0.58946 KEGG_LEISHMANIA_INFECTION
KEGG_PATHWAYS_IN_CANCER                 SET     314     0.056163    0.0073105     0.045235       0.1072 KEGG_PATHWAYS_IN_CANCER
KEGG_COLORECTAL_CANCER                  SET      61     0.072012    0.0041606      0.10369      0.24368 KEGG_COLORECTAL_CANCER
KEGG_RENAL_CELL_CARCINOMA               SET      67    -0.044546   -0.0026968     0.096912      0.67711 KEGG_RENAL_CELL_CARCINOMA
KEGG_PANCREATIC_CANCER                  SET      66     0.048176    0.0028948     0.095887      0.30769 KEGG_PANCREATIC_CANCER
KEGG_ENDOMETRIAL_CANCER                 SET      50     -0.11533   -0.0060343      0.10979      0.85323 KEGG_ENDOMETRIAL_CANCER
KEGG_GLIOMA                             SET      64    -0.028574   -0.0016909     0.099483      0.61303 KEGG_GLIOMA
KEGG_PROSTATE_CANCER                    SET      86    -0.023872   -0.0016365      0.08238      0.61401 KEGG_PROSTATE_CANCER
KEGG_THYROID_CANCER                     SET      29    -0.057373   -0.0022876      0.13652      0.66284 KEGG_THYROID_CANCER
KEGG_BASAL_CELL_CARCINOMA               SET      53    -0.081569   -0.0043938        0.107      0.77706 KEGG_BASAL_CELL_CARCINOMA
KEGG_MELANOMA                           SET      68    -0.095763   -0.0058405     0.097252      0.83761 KEGG_MELANOMA
KEGG_BLADDER_CANCER                     SET      40     0.044222    0.0020701       0.1243      0.36101 KEGG_BLADDER_CANCER
KEGG_CHRONIC_MYELOID_LEUKEMIA           SET      71    -0.032956   -0.0020536     0.093033      0.63842 KEGG_CHRONIC_MYELOID_LEUKEMIA
KEGG_ACUTE_MYELOID_LEUKEMIA             SET      54    -0.056328   -0.0030625      0.10983      0.69597 KEGG_ACUTE_MYELOID_LEUKEMIA
KEGG_SMALL_CELL_LUNG_CANCER             SET      81     0.052672    0.0035048     0.082639      0.26194 KEGG_SMALL_CELL_LUNG_CANCER
KEGG_NON_SMALL_CELL_LUNG_CAN...         SET      53      0.10599    0.0057094      0.10823      0.16371 KEGG_NON_SMALL_CELL_LUNG_CANCER
KEGG_ASTHMA                             SET      27     -0.38119    -0.014666      0.15611      0.99269 KEGG_ASTHMA
