Gene_set	p-value	q-value
KEGG_BETA_ALANINE_METABOLISM	0.00010380161893759899	0.004989174587645887
BIOCARTA_CHEMICAL_PATHWAY	6.843114893605901e-05	0.0048531701558336806
BIOCARTA_CASPASE_PATHWAY	4.56060124523355e-05	0.0037751643641099936
BIOCARTA_D4GDI_PATHWAY	8.433707541568327e-06	0.0025132448473873617
BIOCARTA_DEATH_PATHWAY	0.00011069089243413375	0.005154044678964353
BIOCARTA_MITOCHONDRIA_PATHWAY	3.802065399049382e-05	0.0035406734028647366
SA_CASPASE_CASCADE	2.5761995270412932e-05	0.0035406734028647366
PID_TRAIL_PATHWAY	8.546928800881094e-05	0.004989174587645887
PID_TNF_PATHWAY	0.0005169313189562672	0.00895613564238184
PID_IFNG_PATHWAY	0.0004903317967840559	0.008951996014545447
PID_HIV_NEF_PATHWAY	0.00025619232336646894	0.006956426711552292
PID_PI3KCI_AKT_PATHWAY	0.00028440206029847585	0.0073061908593918794
REACTOME_METABOLISM_OF_POLYAMINES	0.0006430399395048842	0.009648242978582
REACTOME_NOD1_2_SIGNALING_PATHWAY	0.0001577917927693084	0.006187099242796566
CHANDRAN_METASTASIS_TOP50_DN	0.0003121758250007608	0.007625278348379238
NOJIMA_SFRP2_TARGETS_UP	0.00010275019783506492	0.004989174587645887
NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_DN	1.2386489024893376e-05	0.003075978107848522
MARKS_HDAC_TARGETS_UP	0.00010200632397623345	0.004989174587645887
DUTTA_APOPTOSIS_VIA_NFKB	0.00018588379782926137	0.006454962468524875
LI_WILMS_TUMOR_ANAPLASTIC_DN	8.734491451238768e-07	0.0007781099337346081
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_DN	0.00033748382962952683	0.007736167786892231
MURAKAMI_UV_RESPONSE_6HR_UP	0.00022066038738546446	0.006889665837322087
VISALA_AGING_LYMPHOCYTE_DN	4.3742447191985356e-05	0.0037751643641099936
HENDRICKS_SMARCA4_TARGETS_DN	0.0006439311555974245	0.009648242978582
YIH_RESPONSE_TO_ARSENITE_C1	5.88348387940739e-05	0.004383195490158505
BURTON_ADIPOGENESIS_PEAK_AT_8HR	0.00034548082549900846	0.007799491363538221
CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_UP	0.0005803441809619111	0.009199072655672847
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_UP	0.0004383334110987191	0.00870822376716122
ZHAN_MULTIPLE_MYELOMA_HP_DN	0.0005350899041090798	0.009019092228804794
NOUSHMEHR_GBM_SOMATIC_MUTATED	1.6199881614001036e-05	0.0034482605149802207
CERIBELLI_PROMOTERS_INACTIVE_AND_BOUND_BY_NFY	0.0002569960281650759	0.006956426711552292
BILANGES_SERUM_SENSITIVE_VIA_TSC1	3.7481858348696444e-05	0.0035406734028647366
TERAO_AOX4_TARGETS_SKIN_DN	0.00010124600908673215	0.004989174587645887
ZWANG_CLASS_2_TRANSIENTLY_INDUCED_BY_EGF	0.000615129931350625	0.009507220826712449
MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	8.46587563899969e-05	0.004989174587645887
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	2.259161930152996e-05	0.0035406734028647366
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS	5.3251682569992825e-05	0.004176053001541543
REACTOME_REGULATION_BY_C_FLIP	6.486580090576244e-06	0.002416251083739651
REACTOME_REGULATED_NECROSIS	3.434428904277477e-05	0.0035406734028647366
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	0.0004986682343672967	0.008951996014545447
REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER	0.00012105096292275805	0.005400309664405365
REACTOME_TRAIL_SIGNALING	1.0444428640732994e-06	0.0007781099337346081
BIOCARTA_IL22BP_PATHWAY	0.00033637119042235765	0.007736167786892231
BIOCARTA_SODD_PATHWAY	0.0005166242932146302	0.00895613564238184
SA_FAS_SIGNALING	0.0003597491376284131	0.007882738456857875
PID_VEGF_VEGFR_PATHWAY	0.0006676054531280172	0.009684413626451404
REACTOME_ERKS_ARE_INACTIVATED	0.0006812942115312937	0.009684413626451404
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	0.0003993924373079347	0.008265204605400315
SAMOLS_TARGETS_OF_KHSV_MIRNAS_UP	0.0004669213638152141	0.008919395283136781
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_MAGENTA_DN	0.0006012974732554938	0.009430876159480904
TURJANSKI_MAPK14_TARGETS	0.0006475330858108725	0.009648242978582
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_12	0.0004645491671604447	0.008919395283136781
MAINA_VHL_TARGETS_UP	0.0006824586783740923	0.009684413626451404
NIKOLSKY_BREAST_CANCER_17P11_AMPLICON	2.8326188694175712e-05	0.0035406734028647366
ZEILSTRA_CD44_TARGETS_UP	0.0005419719443668177	0.009019092228804794
ZEILSTRA_CD44_TARGETS_DN	0.0004243720854190852	0.008544789287492393
IIZUKA_LIVER_CANCER_PROGRESSION_G1_G2_UP	0.0005795894254403105	0.009199072655672847
OSAWA_TNF_TARGETS	0.0004627081893845095	0.008919395283136781
GALI_TP53_TARGETS_APOPTOTIC_UP	0.000244415595518752	0.006956426711552292
GALI_TP53_TARGETS_APOPTOTIC_DN	0.0002625264649682694	0.006956426711552292
MIKKELSEN_PLURIPOTENT_STATE_DN	0.0002637210848238728	0.006956426711552292
ZHAN_EARLY_DIFFERENTIATION_GENES_UP	0.00018421875526562287	0.006454962468524875
CROONQUIST_STROMAL_STIMULATION_DN	0.0005145926169640322	0.00895613564238184
GERHOLD_RESPONSE_TO_TZD_UP	0.0001232285426777063	0.005400309664405365
BERGER_MBD2_TARGETS	0.00018028726906323627	0.006454962468524875
VANLOO_SP3_TARGETS_UP	0.0004955778987989624	0.008951996014545447
BIOCARTA_IFNA_PATHWAY	0.0003317436264459041	0.007736167786892231
BIOCARTA_STAT3_PATHWAY	0.0003942752132282199	0.008265204605400315
BIOCARTA_PEPI_PATHWAY	0.0002094566770677289	0.006889665837322087
BIOCARTA_IFNG_PATHWAY	0.00022386820137832063	0.006889665837322087
REACTOME_INTERLEUKIN_6_SIGNALING	0.0007005787751486778	0.009847758254448395
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE	0.00022657290337502165	0.006889665837322087
REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE	0.0003571991809166834	0.007882738456857875
REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION	0.00037618476645325205	0.008123410174135443
REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH	0.0004934968016900417	0.008951996014545447
REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE	0.00010295581664953812	0.004989174587645887
REACTOME_CLEC7A_INFLAMMASOME_PATHWAY	0.00017330535356035808	0.006454962468524875
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	0.00015557507911236778	0.006187099242796566
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC:ORIGIN_COMPLEX	0.000530768249898729	0.009019092228804794
REACTOME_FASL_CD95L_SIGNALING	8.646806335231259e-05	0.004989174587645887
REACTOME_INTERLEUKIN_9_SIGNALING	0.00018628415177622122	0.006454962468524875
REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH	0.000241989568691043	0.006956426711552292
REACTOME_INTERLEUKIN_23_SIGNALING	0.0004197674395570629	0.008544789287492393
REACTOME_INTERLEUKIN_27_SIGNALING	0.0006794964435814187	0.009684413626451404
REACTOME_INTERLEUKIN_21_SIGNALING	0.0002661183372875709	0.006956426711552292
REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10	0.0004831558186302234	0.008951996014545447
