Gene_set	p-value	q-value
BAKER_HEMATOPOIESIS_STAT3_TARGETS	0.0007743425200746159	0.006444912359390265
IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM	0.0012082214166239413	0.007828117202317991
HESSON_TUMOR_SUPPRESSOR_CLUSTER_3P21_3	2.585832927278731e-06	0.00028299494467125426
MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_7	0.00041380996626819714	0.005469200905006721
HONRADO_BREAST_CANCER_BRCA1_VS_BRCA2	0.0009638491979505961	0.007292900924353462
XU_HGF_TARGETS_INDUCED_BY_AKT1_6HR	0.0006446366428822182	0.005875089569852147
SEMBA_FHIT_TARGETS_DN	0.00023535158889295783	0.004703716375676681
KARAKAS_TGFB1_SIGNALING	0.0010733471621654244	0.0074668371804869375
OHM_EMBRYONIC_CARCINOMA_UP	0.0001382456732777416	0.003648337036256498
CAFFAREL_RESPONSE_TO_THC_8HR_5_UP	0.0005288456418135504	0.005779908933760218
SHIN_B_CELL_LYMPHOMA_CLUSTER_5	0.0007186625138335357	0.006270909999741014
COLLIS_PRKDC_REGULATORS	0.0011211978543264366	0.007488494310995089
NIKOLSKY_BREAST_CANCER_19Q13.1_AMPLICON	6.14791576483891e-05	0.0022938085715709313
TCGA_GLIOBLASTOMA_COPY_NUMBER_DN	0.0008957837282966428	0.007052864357087998
ZEILSTRA_CD44_TARGETS_UP	0.00025161770266047965	0.004703716375676681
ROZANOV_MMP14_CORRELATED	0.00039835561034208365	0.005469200905006721
CHANG_POU5F1_TARGETS_DN	0.00012362602419634607	0.0033440839545111614
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_DN	0.000938061874287862	0.007147767239292019
ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN	0.0010613643139251274	0.0074668371804869375
IGLESIAS_E2F_TARGETS_DN	0.0004145423635707621	0.005469200905006721
WEBER_METHYLATED_IN_COLON_CANCER	0.0012275726847079701	0.007906152647940617
ZHANG_RESPONSE_TO_CANTHARIDIN_UP	0.0009105436249260141	0.007087828792589549
GENTILE_UV_RESPONSE_CLUSTER_D1	0.0008563816079607707	0.006863739998618917
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP	0.0010534416060670943	0.0074668371804869375
DASU_IL6_SIGNALING_SCAR_DN	0.0005631592712744307	0.005875089569852147
MCCOLLUM_GELDANAMYCIN_RESISTANCE_UP	0.0006440770763569255	0.005875089569852147
MARSON_FOXP3_TARGETS_STIMULATED_DN	0.0002832728134242758	0.0049435674858881685
GALI_TP53_TARGETS_APOPTOTIC_DN	0.00012161671562179579	0.0033440839545111614
CLIMENT_BREAST_CANCER_COPY_NUMBER_DN	0.0006275381498348604	0.005875089569852147
LEE_SP4_THYMOCYTE	0.0011897729739995693	0.007802026411318388
MONTERO_THYROID_CANCER_POOR_SURVIVAL_UP	0.0006071940876416255	0.005875089569852147
KUROKAWA_LIVER_CANCER_EARLY_RECURRENCE_UP	0.0007489192077284482	0.006330707677829539
WORSCHECH_TUMOR_EVASION_AND_TOLEROGENICITY_DN	0.0006377981640333827	0.005875089569852147
KYNG_NORMAL_AGING_UP	0.0009371381376093238	0.007147767239292019
KYNG_WERNER_SYNDROM_DN	0.0010817920785098556	0.0074668371804869375
MURAKAMI_UV_RESPONSE_1HR_UP	0.0005413004411851673	0.00585687077362351
NOUSHMEHR_GBM_SOMATIC_MUTATED	0.000500645635018716	0.005584521413301553
ZHU_SKIL_TARGETS_DN	0.00027875682865410043	0.0049435674858881685
BERGER_MBD2_TARGETS	8.344807992048404e-05	0.002508078402054548
WANG_NFKB_TARGETS	0.001262255882649119	0.00794410491221491
WANG_THOC1_TARGETS_DN	0.0010284405059753636	0.0074668371804869375
ABDELMOHSEN_ELAVL4_TARGETS	0.001066185371984123	0.0074668371804869375
HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_DN	0.0003555540065654109	0.005469200905006721
BIOCARTA_TSP1_PATHWAY	0.00017322796026948508	0.003825156183909854
BIOCARTA_PEPI_PATHWAY	9.698048896009927e-05	0.0027613918172323003
REACTOME_INTERLEUKIN_6_SIGNALING	0.00032557297604509066	0.005257760598220718
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	0.0013875237960099466	0.00846763254960148
REACTOME_INTERLEUKIN_7_SIGNALING	0.0014933665504389632	0.008976792264305323
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	0.0006250547267362462	0.005875089569852147
REACTOME_SYNTHESIS_OF_PG	0.0002312736346890791	0.004703716375676681
REACTOME_NADE_MODULATES_DEATH_SIGNALLING	8.015989168249125e-05	0.0025051598060909525
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS	0.0011078652281324654	0.0074668371804869375
REACTOME_SIGNALING_BY_LEPTIN	0.00023650484527837872	0.004703716375676681
REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM	0.0005758684429957163	0.005875089569852147
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM	0.0016536202212289845	0.009416931996682955
REACTOME_REGULATION_BY_C_FLIP	0.00027184371652962575	0.004902248354750918
REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	0.0015420263429168678	0.009167431335362918
REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS	0.0008290366370354679	0.006694161502032658
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING	0.0010961494832292566	0.0074668371804869375
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA	0.0006373110538298831	0.005875089569852147
REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA	0.0006099149299172428	0.005875089569852147
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA	0.0006812306547113544	0.006041734167194143
REACTOME_REGULATED_NECROSIS	0.0008266654972402656	0.006694161502032658
REACTOME_DISEASES_OF_IMMUNE_SYSTEM	0.0012922019080867137	0.00794410491221491
REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY	0.0005771270953602414	0.005875089569852147
REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	0.0010890947193589876	0.0074668371804869375
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN	0.0007992465301873028	0.006601279766947093
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS	0.0003617481071711275	0.005469200905006721
REACTOME_TRAIL_SIGNALING	8.041050223344881e-05	0.0025051598060909525
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	0.0007703690623377715	0.006444912359390265
REACTOME_HDL_CLEARANCE	0.00015016737874302714	0.003778630320929194
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	0.001291809578624475	0.00794410491221491
REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	0.0004133595819307533	0.005469200905006721
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BROWN_UP	0.000664797569885152	0.005944718765419294
