Gene_set	p-value	q-value
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	0.0002505289502572408	0.002894436783447995
REACTOME_REGULATION_OF_TNFR1_SIGNALING	0.0013038318365487774	0.0067775221733964094
REACTOME_PHYSIOLOGICAL_FACTORS	0.00039551182073792584	0.0037490532251460533
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS	0.0017681517125584915	0.007989500008432673
REACTOME_CLEC7A_INFLAMMASOME_PATHWAY	5.37682624718343e-05	0.0015797397980797467
REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER	0.0012929678680401366	0.0067538431578778755
REACTOME_METALLOPROTEASE_DUBS	0.00107339431187246	0.006053943918960674
REACTOME_CARGO_CONCENTRATION_IN_THE_ER	0.0016525414348635549	0.007864540385290917
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES	0.00031014761881044655	0.0033004388114922993
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS	0.00024291867999909578	0.0028634675190168206
REACTOME_FASL_CD95L_SIGNALING	2.6783057251639062e-05	0.0010547745461984594
REACTOME_TNF_SIGNALING	0.002479465130161861	0.009711238426467289
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES	0.00024369936332058046	0.0028634675190168206
REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING	0.0006553919303384636	0.004713780948484238
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.0017473839213186346	0.007989500008432673
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	0.0011912995895252967	0.006398980652307307
REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH	7.515375869685491e-05	0.001747472425600949
REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10	0.00015046223257334776	0.0023749484014180793
REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	0.00017358593366539988	0.0024496721935778685
