Gene_set	p-value	q-value
BIOCARTA_D4GDI_PATHWAY	9.75000401530686e-06	0.003730814124449018
BIOCARTA_DEATH_PATHWAY	0.00012771990752618692	0.00869381950672946
BIOCARTA_MITOCHONDRIA_PATHWAY	4.391422032325443e-05	0.005906878854601622
SA_CASPASE_CASCADE	2.9763844569245156e-05	0.005906878854601622
PID_HIF2PATHWAY	0.0003831636612689028	0.00981701565711833
PID_HIV_NEF_PATHWAY	0.0002952804953142913	0.008988818422638318
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	1.0354158841317808e-05	0.003730814124449018
REACTOME_ENDOGENOUS_STEROLS	0.00015766740929149204	0.00869381950672946
REACTOME_NOD1_2_SIGNALING_PATHWAY	0.00018198936189462705	0.00869381950672946
MARKS_HDAC_TARGETS_UP	0.00011770999630717463	0.00869381950672946
FERRANDO_LYL1_NEIGHBORS	4.107149770602498e-05	0.005906878854601622
VALK_AML_CLUSTER_16	0.000320404992570517	0.00953368324832273
DORN_ADENOVIRUS_INFECTION_12HR_UP	0.00011452490773876824	0.00869381950672946
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES	0.00024470316908649836	0.008976397945760436
REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND	3.813076148624809e-05	0.005906878854601622
REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH	1.9878024924001057e-06	0.002898216033919354
SA_FAS_SIGNALING	0.000395810751626	0.00981701565711833
ZERBINI_RESPONSE_TO_SULINDAC_DN	0.00025021322607913675	0.008976397945760436
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_GRANULOCYTE_DN	0.0003301992473064681	0.009585080659663734
LI_WILMS_TUMOR_ANAPLASTIC_DN	0.0001697606023077702	0.00869381950672946
GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_DN	0.00023423546940200886	0.008976397945760436
GALI_TP53_TARGETS_APOPTOTIC_UP	0.0002689583109964153	0.008988818422638318
BRUNEAU_HEART_GREAT_VESSELS_AND_VALVULOGENESIS	0.00038280770646685223	0.00981701565711833
MIKKELSEN_PLURIPOTENT_STATE_DN	0.0002901940548229823	0.008988818422638318
ZHAN_EARLY_DIFFERENTIATION_GENES_UP	0.00020273653170699703	0.00869381950672946
GERHOLD_RESPONSE_TO_TZD_UP	0.0001356312968679507	0.00869381950672946
BERGER_MBD2_TARGETS	0.00019841119867617654	0.00869381950672946
BIOCARTA_PEPI_PATHWAY	0.0002305016311441268	0.008976397945760436
REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1	0.00039530015490694346	0.00981701565711833
REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR	0.0002809135564149614	0.008988818422638318
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE	0.0002493307912121396	0.008976397945760436
REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE	0.000393006425659347	0.00981701565711833
REACTOME_TRANSPORT_AND_SYNTHESIS_OF_PAPS	0.00028473826844604077	0.008988818422638318
REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS	0.0003591440936586744	0.00981701565711833
REACTOME_SYNTHESIS_OF_LIPOXINS_LX	0.00027540231278300425	0.008988818422638318
REACTOME_CLEC7A_INFLAMMASOME_PATHWAY	0.0001907297633041354	0.00869381950672946
REACTOME_FASL_CD95L_SIGNALING	9.517897748005582e-05	0.00869381950672946
REACTOME_TRAIL_SIGNALING	0.0001912054719915598	0.00869381950672946
REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING	0.00039725920697529596	0.00981701565711833
