Gene_set	p-value	q-value
BIOCARTA_DNAFRAGMENT_PATHWAY	0.0005004807221075812	0.00683037023600156
BIOCARTA_NO2IL12_PATHWAY	0.0009252945075627248	0.009337655136178765
BIOCARTA_PARKIN_PATHWAY	0.0004889875441048906	0.006803098550507846
BIOCARTA_HSP27_PATHWAY	0.0010472400542219542	0.009744772712338055
PID_VEGF_VEGFR_PATHWAY	0.0006676054531280172	0.008106655879291744
PID_RANBP2_PATHWAY	0.0009517602709342443	0.009414300801795169
REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR	0.0007253534779158711	0.008450662876857263
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.0008451344709584245	0.00895838564824958
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.0008018485302139733	0.008822819937475194
KIM_RESPONSE_TO_TSA_AND_DECITABINE_DN	0.0006246118816425521	0.007783207186032845
NUNODA_RESPONSE_TO_DASATINIB_IMATINIB_DN	0.0008996760954294265	0.009237332546997372
SHIRAISHI_PLZF_TARGETS_DN	0.0009584958231243465	0.009414300801795169
RAMJAUN_APOPTOSIS_BY_TGFB1_VIA_SMAD4_DN	0.0010042437857212506	0.009467640427227315
TURJANSKI_MAPK14_TARGETS	0.0006475330858108725	0.007999266482473968
BAKER_HEMATOPOESIS_STAT1_TARGETS	0.001012824416757157	0.009486126726882394
OHM_EMBRYONIC_CARCINOMA_UP	0.0002983245607688262	0.005446172416364746
SCIAN_INVERSED_TARGETS_OF_TP53_AND_TP73_UP	0.0006807652345774503	0.008106655879291744
BENPORATH_ES_CORE_NINE	0.0005957347589857404	0.007622213478808625
ZEILSTRA_CD44_TARGETS_DN	0.0004243720854190852	0.006334637483391137
ROZANOV_MMP14_CORRELATED	0.0008564541757223952	0.00895838564824958
BYSTRYKH_SCP2_QTL	0.00017492951896678344	0.004642111123692605
CHESLER_BRAIN_D6MIT150_QTL_TRANS	0.0008065522762102235	0.008822819937475194
OSAWA_TNF_TARGETS	0.0004627081893845095	0.006647754040828047
VERRECCHIA_RESPONSE_TO_TGFB1_C4	0.0009089071103465662	0.009237332546997372
VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_DN	0.0009724133948298847	0.009415326991832599
GHO_ATF5_TARGETS_UP	0.000853617382365634	0.00895838564824958
GALI_TP53_TARGETS_APOPTOTIC_UP	0.000244415595518752	0.005076051425773501
GALI_TP53_TARGETS_APOPTOTIC_DN	0.0002625264649682694	0.0052451534671847655
MIKKELSEN_PLURIPOTENT_STATE_DN	0.0002637210848238728	0.0052451534671847655
ZHAN_EARLY_DIFFERENTIATION_GENES_UP	0.00018421875526562287	0.004799735932647956
GERHOLD_RESPONSE_TO_TZD_UP	0.0001232285426777063	0.0036788854511906905
FIGUEROA_AML_METHYLATION_CLUSTER_5_UP	0.0007000425455145294	0.008222630882969841
SUZUKI_CTCFL_TARGETS_UP	0.0009629989359832965	0.009414300801795169
HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_DN	0.0007648125338860275	0.008738663864180232
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_2HR	0.0002791523945567624	0.005333671751997873
BIOCARTA_CTBP1_PATHWAY	0.0005405534112165238	0.007239374189469894
BIOCARTA_TSP1_PATHWAY	0.00037357814026834	0.006109567526566391
BIOCARTA_SUMO_PATHWAY	0.0002387523337149832	0.005076051425773501
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE	0.00022657290337502165	0.004995061085175477
REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE	0.0003571991809166834	0.006021957955924791
REACTOME_ALPHA_DEFENSINS	0.0001923210358461124	0.0048350183222364744
REACTOME_ATTACHMENT_OF_GPI_ANCHOR_TO_UPAR	0.0002144079041409199	0.004995061085175477
REACTOME_NADE_MODULATES_DEATH_SIGNALLING	0.00017319734854359933	0.004642111123692605
REACTOME_SUMO_IS_CONJUGATED_TO_E1_UBA2:SAE1	0.00014141668941132518	0.004135716651559775
REACTOME_SUMO_IS_TRANSFERRED_FROM_E1_TO_E2_UBE2I_UBC9	0.00031282555528986696	0.0056034877591297425
REACTOME_SUMO_IS_PROTEOLYTICALLY_PROCESSED	0.00023641719692181078	0.005076051425773501
REACTOME_PROCESSING_AND_ACTIVATION_OF_SUMO	0.0006703324068410387	0.008106655879291744
REACTOME_NRCAM_INTERACTIONS	0.0006076857889717801	0.007638716978917201
REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS	0.0004708882448489206	0.006681018365034685
REACTOME_CLEC7A_INFLAMMASOME_PATHWAY	0.00017330535356035808	0.004642111123692605
REACTOME_RRNA_MODIFICATION_IN_THE_MITOCHONDRION	4.9272194564759715e-05	0.0019082987786838018
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES	0.0009918838499760544	0.009428246843817403
REACTOME_RRNA_PROCESSING_IN_THE_MITOCHONDRION	0.00029656214043213657	0.005446172416364746
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES	0.0007805645321807882	0.008738663864180232
REACTOME_INTERLEUKIN_35_SIGNALLING	0.0008062076844090644	0.008822819937475194
REACTOME_INTERLEUKIN_23_SIGNALING	0.0004197674395570629	0.006331860430371275
REACTOME_INTERLEUKIN_21_SIGNALING	0.0002661183372875709	0.0052451534671847655
